jersey_number,ratio_peak_speed,minutes_remaining,last15_passes_top_third,runs_per_minute_played,cumul_sprints,minute_out,formation_offensiveness,ratio_passes_top_third,top_third_press_share_above_team_avg,is_home_int,pos_D,pos_M
3.0,3.0,45.0,0.0,0.0,4.0,90.0,17.0,0.0,0.0,0,1,0
4.0,2.735399284862932,45.0,0.0,0.8666666666666667,11.0,90.0,17.0,0.0,-0.2209523809523809,0,1,0
5.0,2.513819095477387,12.0,6.0,0.8666666666666667,3.0,57.0,17.0,1.0,-0.0542857142857143,0,0,1
6.0,2.985611510791367,45.0,11.0,1.0,16.0,90.0,17.0,1.0,-0.0780952380952381,0,0,1
7.0,3.0,36.0,21.0,0.9333333333333332,7.0,81.0,17.0,1.0,0.779047619047619,0,0,1
8.0,2.7908496732026142,36.0,12.0,1.2666666666666666,7.0,81.0,17.0,1.0,-0.2209523809523809,0,0,1
10.0,2.975638051044084,26.0,0.0,0.9333333333333332,9.0,71.0,17.0,0.0,-0.2209523809523809,0,0,0
11.0,3.0,12.0,3.0,0.7333333333333333,7.0,57.0,17.0,1.0,-0.2209523809523809,0,0,1
13.0,3.0,45.0,17.0,0.8666666666666667,6.0,90.0,17.0,1.0,-0.2209523809523809,0,1,0
2.0,3.7910085054678007,30.0,6.0,1.0666666666666669,9.0,90.0,17.0,1.0,0.279047619047619,1,1,0
6.0,4.0,30.0,5.0,0.6666666666666666,4.0,90.0,17.0,1.0,0.179047619047619,1,0,1
8.0,4.0,30.0,13.0,0.1333333333333333,7.0,90.0,17.0,1.0,-0.2833333333333333,1,0,1
9.0,3.776,4.0,6.0,1.0,15.0,64.0,17.0,1.0,-0.2833333333333333,1,0,1
10.0,0.4000000000000001,30.0,2.0,0.6666666666666666,0.0,90.0,17.0,0.4,-0.2833333333333333,1,0,1
11.0,3.5102974828375286,30.0,4.0,0.6,10.0,90.0,17.0,1.0,-0.2833333333333333,1,0,0
14.0,3.857988165680474,30.0,1.0,0.7333333333333333,8.0,90.0,17.0,1.0,-0.2833333333333333,1,1,0
16.0,3.1536643026004723,30.0,0.0,1.5333333333333334,4.0,90.0,17.0,0.0,0.3833333333333333,1,1,0
21.0,3.732057416267943,20.0,11.0,1.0,7.0,80.0,17.0,1.0,0.3833333333333333,1,0,1
22.0,3.3440366972477062,4.0,6.0,1.0666666666666669,4.0,64.0,17.0,1.0,0.0,1,0,1
2.0,3.8776470588235297,30.0,13.0,1.2666666666666666,9.0,90.0,17.0,1.0,0.7166666666666667,0,1,0
3.0,3.415617128463476,30.0,0.0,0.7333333333333333,4.0,90.0,17.0,0.0,0.2166666666666666,0,1,0
4.0,3.175208581644815,30.0,0.0,0.3333333333333333,11.0,90.0,17.0,0.0,-0.2833333333333333,0,1,0
6.0,3.5299760191846525,30.0,11.0,0.0,17.0,90.0,17.0,1.0,-0.2085803085803086,0,0,1
7.0,3.599523241954708,21.0,21.0,0.7,9.0,81.0,17.0,1.0,0.0136419136419136,0,0,1
8.0,3.5860566448801747,21.0,12.0,0.7,9.0,81.0,17.0,1.0,-0.1316572316572316,0,0,1
10.0,3.758700696055685,11.0,0.0,0.8666666666666667,12.0,71.0,17.0,0.0,-0.0419136419136419,0,0,0
13.0,3.398895027624309,30.0,17.0,0.8666666666666667,8.0,90.0,17.0,1.0,0.7914196914196914,0,1,0
17.0,0.2666666666666666,30.0,9.0,0.9666666666666668,1.0,90.0,17.0,0.2666666666666666,-0.2085803085803086,0,0,1
20.0,0.2666666666666666,30.0,12.0,0.6,0.0,90.0,17.0,0.2666666666666666,-0.2085803085803086,0,0,1
2.0,4.975698663426488,15.0,6.0,0.5,13.0,90.0,17.0,1.0,-0.2085803085803086,1,1,0
6.0,4.046997389033943,15.0,5.0,0.5666666666666667,4.0,90.0,17.0,1.0,-0.2085803085803086,1,0,1
8.0,3.707191780821918,15.0,13.0,0.9333333333333332,9.0,90.0,17.0,1.0,0.1914196914196914,1,0,1
10.0,1.4,15.0,2.0,0.6333333333333333,2.0,90.0,17.0,0.7,0.2199911199911199,1,0,1
11.0,5.0,15.0,4.0,0.0666666666666666,12.0,90.0,17.0,1.0,-0.2139610389610389,1,0,0
13.0,0.8,15.0,1.0,0.7,1.0,90.0,17.0,0.8,-0.2139610389610389,1,1,0
14.0,4.597633136094674,15.0,1.0,0.5666666666666667,11.0,90.0,17.0,1.0,-0.2139610389610389,1,1,0
16.0,4.273049645390071,15.0,0.0,0.6,5.0,90.0,17.0,0.0,-0.2139610389610389,1,1,0
17.0,0.8,15.0,0.0,0.7666666666666667,0.0,90.0,17.0,0.0,-0.2139610389610389,1,0,1
21.0,4.814593301435408,5.0,11.0,1.5333333333333334,8.0,80.0,17.0,1.0,0.286038961038961,1,0,1
2.0,5.0,15.0,13.0,0.8333333333333334,14.0,90.0,17.0,1.0,0.2146103896103895,0,1,0
3.0,5.0,15.0,0.0,0.7666666666666667,5.0,90.0,17.0,0.0,-0.2139610389610389,0,1,0
4.0,4.898688915375447,15.0,0.0,0.9666666666666668,12.0,90.0,17.0,0.0,0.411038961038961,0,1,0
6.0,5.0,15.0,11.0,0.8333333333333334,18.0,90.0,17.0,1.0,0.386038961038961,0,0,1
7.0,4.040524433849821,6.0,21.0,0.5333333333333333,9.0,81.0,17.0,1.0,-0.0139610389610389,0,0,1
8.0,4.003267973856209,6.0,12.0,0.0222222222222222,10.0,81.0,17.0,1.0,-0.2008912655971479,0,0,1
9.0,0.3333333333333333,15.0,1.0,0.7333333333333333,1.0,90.0,17.0,0.3333333333333333,-0.0008912655971479,0,0,0
13.0,4.834254143646409,15.0,17.0,0.6,9.0,90.0,17.0,1.0,-0.0758912655971479,0,1,0
17.0,1.2666666666666666,15.0,9.0,0.8888888888888888,2.0,90.0,17.0,0.6333333333333333,-0.0244206773618538,0,0,1
20.0,1.2666666666666666,15.0,12.0,0.9333333333333332,4.0,90.0,17.0,0.6333333333333333,0.6562515915457091,0,0,1
2.0,1.0,59.0,6.0,0.8888888888888888,4.0,74.0,18.0,1.0,-0.0580341227400051,1,1,0
3.0,1.0,75.0,8.0,0.5111111111111111,0.0,90.0,18.0,1.0,-0.2008912655971479,1,1,0
4.0,1.0,75.0,1.0,0.4666666666666667,0.0,90.0,18.0,1.0,-0.2008912655971479,1,1,0
5.0,1.0,75.0,1.0,0.5111111111111111,2.0,90.0,18.0,1.0,-0.2008912655971479,1,1,0
6.0,1.0,75.0,8.0,0.9777777777777776,0.0,90.0,18.0,1.0,0.174108734402852,1,0,1
9.0,1.0,49.0,2.0,0.6444444444444445,2.0,64.0,18.0,1.0,0.1324420677361853,1,0,0
10.0,1.0,71.0,6.0,0.0444444444444444,0.0,86.0,18.0,1.0,-0.2586252131706677,1,0,0
17.0,1.0,49.0,12.0,0.7555555555555555,2.0,64.0,18.0,1.0,-0.091958546504001,1,0,1
18.0,1.0,75.0,11.0,0.5555555555555556,0.0,90.0,18.0,1.0,-0.2586252131706677,1,0,1
20.0,1.0,59.0,13.0,0.6666666666666666,2.0,74.0,18.0,1.0,-0.2586252131706677,1,0,1
2.0,1.0,75.0,12.0,0.7111111111111111,1.0,90.0,20.0,1.0,-0.1677161222615768,0,0,1
3.0,1.0,75.0,2.0,1.5777777777777775,1.0,90.0,20.0,1.0,0.2969303423848878,0,1,0
5.0,1.0,68.0,0.0,0.7111111111111111,3.0,83.0,20.0,0.0,0.2798363252908707,0,1,0
6.0,1.0,75.0,0.0,0.7777777777777778,0.0,90.0,20.0,0.0,-0.1157680703135248,0,1,0
7.0,1.0,53.0,3.0,0.9333333333333332,2.0,68.0,20.0,1.0,0.2029132483677938,0,0,0
8.0,1.0,75.0,4.0,0.7777777777777778,0.0,90.0,20.0,1.0,0.4080414534959989,0,0,1
9.0,1.0,63.0,2.0,0.4888888888888889,4.0,78.0,20.0,1.0,-0.0364029909484455,0,0,0
10.0,1.0,75.0,14.0,0.0166666666666666,2.0,90.0,20.0,1.0,-0.2526408445355813,0,0,0
18.0,1.0,75.0,11.0,0.7166666666666667,1.0,90.0,20.0,1.0,-0.0026408445355813,0,0,1
19.0,1.0,63.0,4.0,0.5833333333333334,0.0,78.0,20.0,1.0,-0.094746107693476,0,0,1
2.0,1.8440046565774155,44.0,6.0,0.8333333333333334,5.0,74.0,18.0,1.0,-0.0926408445355813,1,1,0
3.0,2.0,60.0,8.0,1.0333333333333334,3.0,90.0,18.0,1.0,0.5251369332421965,1,1,0
4.0,2.0,60.0,1.0,1.3333333333333333,1.0,90.0,18.0,1.0,0.0,1,1,0
5.0,2.0,60.0,1.0,0.8333333333333334,3.0,90.0,18.0,1.0,-0.1097837016784384,1,1,0
6.0,2.0,60.0,8.0,0.4666666666666667,1.0,90.0,18.0,1.0,-0.2526408445355813,1,0,1
9.0,2.0,34.0,2.0,0.4666666666666667,3.0,64.0,18.0,1.0,-0.2526408445355813,1,0,0
10.0,2.0,56.0,6.0,0.8666666666666667,1.0,86.0,18.0,1.0,0.330692488797752,1,0,0
17.0,2.0,34.0,12.0,0.65,5.0,64.0,18.0,1.0,0.2019046100098732,1,0,1
18.0,2.0,60.0,11.0,0.0333333333333333,1.0,90.0,18.0,1.0,-0.3031544213362395,1,0,1
20.0,2.0,44.0,13.0,0.7666666666666667,4.0,74.0,18.0,1.0,-0.1602972784790966,1,0,1
2.0,1.8602287166454887,60.0,12.0,0.5,3.0,90.0,20.0,1.0,-0.3031544213362395,0,0,1
3.0,1.897267759562841,60.0,2.0,0.55,2.0,90.0,20.0,1.0,-0.3031544213362395,0,1,0
5.0,1.8237547892720305,53.0,0.0,1.45,4.0,83.0,20.0,0.0,0.2524011342193161,0,1,0
6.0,2.0,60.0,0.0,0.7333333333333333,1.0,90.0,20.0,0.0,0.3079566897748717,0,1,0
7.0,1.7280385078219012,38.0,3.0,0.8166666666666667,3.0,68.0,20.0,1.0,-0.1031544213362394,0,0,0
8.0,2.0,60.0,4.0,0.8666666666666667,2.0,90.0,20.0,1.0,0.158384040202222,0,0,1
9.0,1.6872727272727273,48.0,2.0,0.4833333333333333,4.0,78.0,20.0,1.0,0.0604819423001241,0,0,0
10.0,1.119293078055965,60.0,14.0,1.25,3.0,90.0,20.0,1.0,-0.3031544213362395,0,0,0
18.0,2.0,60.0,11.0,0.5,5.0,90.0,20.0,1.0,0.6968455786637605,0,0,1
19.0,2.0,48.0,4.0,0.0133333333333333,1.0,78.0,20.0,1.0,-0.1161418102594573,0,0,1
2.0,2.409778812572759,29.0,6.0,0.7333333333333333,5.0,74.0,18.0,1.0,0.0838581897405427,1,1,0
4.0,2.1476510067114094,45.0,1.0,0.5066666666666667,1.0,90.0,18.0,1.0,0.0338581897405426,1,1,0
5.0,3.0,45.0,1.0,0.7733333333333333,6.0,90.0,18.0,1.0,0.0320063378886908,1,1,0
6.0,2.723849372384937,45.0,8.0,0.7619047619047619,1.0,90.0,18.0,1.0,-0.1161418102594573,1,0,1
9.0,1.9202733485193624,19.0,2.0,0.7866666666666666,3.0,64.0,18.0,1.0,0.1338581897405427,1,0,0
10.0,2.946866485013624,41.0,6.0,0.4166666666666667,2.0,86.0,18.0,1.0,-0.1161418102594573,1,0,0
17.0,2.477094972067039,19.0,12.0,0.52,6.0,64.0,18.0,1.0,-0.1161418102594573,1,0,1
18.0,2.2928571428571427,45.0,11.0,0.4533333333333333,1.0,90.0,18.0,1.0,-0.1161418102594573,1,0,1
20.0,2.58728323699422,29.0,13.0,0.25,5.0,74.0,18.0,1.0,-0.1161418102594573,1,0,1
2.0,2.496823379923761,45.0,12.0,0.7733333333333333,3.0,90.0,20.0,1.0,0.413269954446425,0,0,1
3.0,2.4,45.0,2.0,0.04,3.0,90.0,20.0,1.0,-0.3913636363636363,0,1,0
5.0,3.0,38.0,0.0,0.7733333333333333,5.0,83.0,20.0,0.0,-0.058030303030303,0,1,0
6.0,1.8270893371757924,45.0,0.0,0.5333333333333333,1.0,90.0,20.0,0.0,-0.3913636363636363,0,1,0
7.0,2.422382671480144,23.0,3.0,0.5333333333333333,3.0,68.0,20.0,1.0,-0.3913636363636363,0,0,0
8.0,2.508,45.0,4.0,1.3066666666666666,2.0,90.0,20.0,1.0,0.2086363636363636,0,0,1
9.0,3.0,33.0,2.0,0.6266666666666667,6.0,78.0,20.0,1.0,0.2753030303030302,0,0,0
10.0,1.5927835051546393,45.0,14.0,0.8,4.0,90.0,20.0,1.0,-0.1913636363636363,0,0,0
18.0,1.9682179341657209,45.0,11.0,0.8,5.0,90.0,20.0,1.0,0.0,0,0,1
19.0,2.72,33.0,4.0,0.4666666666666667,1.0,78.0,20.0,1.0,-0.0277272727272727,0,0,1
2.0,4.0,14.0,6.0,0.5789473684210527,7.0,74.0,18.0,1.0,0.3586363636363636,1,1,0
3.0,3.60302049622438,30.0,8.0,0.8421052631578947,6.0,90.0,18.0,1.3333333333333333,0.6086363636363636,1,1,0
4.0,3.7315436241610738,30.0,1.0,0.0,3.0,90.0,18.0,1.0,0.0,1,1,0
5.0,3.087310826542492,30.0,1.0,0.6666666666666666,6.0,90.0,18.0,1.0,-0.3392857142857143,1,1,0
6.0,3.9274755927475593,30.0,8.0,0.4,1.0,90.0,18.0,1.0,0.3273809523809523,1,0,1
9.0,3.485193621867882,4.0,2.0,0.3333333333333333,6.0,64.0,18.0,1.0,-0.3392857142857143,1,0,0
10.0,4.0,26.0,6.0,0.5333333333333333,3.0,86.0,18.0,1.0,-0.3392857142857143,1,0,0
17.0,3.539664804469274,4.0,12.0,0.8,10.0,64.0,18.0,1.0,-0.3392857142857143,1,0,1
18.0,3.7571428571428567,30.0,11.0,0.4,5.0,90.0,18.0,1.0,0.1607142857142857,1,0,1
20.0,3.6809248554913294,14.0,13.0,0.2666666666666666,8.0,74.0,18.0,1.0,0.0892857142857142,1,0,1
2.0,4.0,30.0,12.0,0.5333333333333333,4.0,90.0,20.0,1.0,0.375,0,0,1
3.0,3.628415300546448,30.0,2.0,0.6,6.0,90.0,20.0,1.0,-0.0059523809523809,0,1,0
5.0,3.127942681678608,23.0,0.0,0.8666666666666667,7.0,83.0,20.0,0.0,0.4107142857142857,0,1,0
6.0,3.047070124879923,30.0,0.0,0.0666666666666666,2.0,90.0,20.0,0.0,0.0,0,1,0
7.0,3.696750902527075,8.0,3.0,0.5333333333333333,5.0,68.0,20.0,1.0,-0.0869047619047619,0,0,0
8.0,4.0,30.0,4.0,0.4666666666666667,3.0,90.0,20.0,1.0,-0.0869047619047619,0,0,1
9.0,3.2282249173098125,18.0,2.0,0.6666666666666666,7.0,78.0,20.0,1.0,-0.0869047619047619,0,0,0
10.0,2.203240058910162,30.0,14.0,0.0666666666666666,5.0,90.0,20.0,1.0,-0.0869047619047619,0,0,0
18.0,3.7185017026106695,30.0,11.0,0.6,8.0,90.0,20.0,1.0,0.1988095238095238,0,0,1
19.0,4.0,18.0,4.0,0.4666666666666667,2.0,78.0,20.0,1.0,-0.0869047619047619,0,0,1
3.0,4.368932038834951,15.0,8.0,1.2,7.0,90.0,18.0,1.25,0.1630952380952381,1,1,0
4.0,4.334451901565996,15.0,1.0,0.8,4.0,90.0,18.0,1.0,0.2464285714285714,1,1,0
5.0,5.0,15.0,1.0,0.5333333333333333,7.0,90.0,18.0,1.0,-0.0869047619047619,1,1,0
6.0,4.414225941422594,15.0,8.0,0.3333333333333333,1.0,90.0,18.0,1.0,-0.0869047619047619,1,0,1
7.0,0.8,15.0,3.0,0.0333333333333333,2.0,90.0,18.0,0.8,-0.3148399580217761,1,0,1
10.0,5.0,11.0,6.0,0.7,4.0,86.0,18.0,1.0,0.1851600419782238,1,0,0
11.0,0.1333333333333333,15.0,4.0,0.6333333333333333,1.0,90.0,18.0,0.1333333333333333,0.1851600419782238,1,0,1
18.0,4.374999999999999,15.0,11.0,0.3666666666666666,6.0,90.0,18.0,1.0,-0.3148399580217761,1,0,1
19.0,0.8,15.0,0.0,0.4666666666666667,5.0,90.0,18.0,0.0,-0.3148399580217761,1,0,1
2.0,5.0,15.0,12.0,0.7333333333333333,6.0,90.0,20.0,1.0,-0.1898399580217761,0,0,1
3.0,4.754098360655737,15.0,2.0,0.4,8.0,90.0,20.0,1.0,0.2407155975337794,0,1,0
5.0,4.017400204708291,8.0,0.0,0.3333333333333333,8.0,83.0,20.0,0.0,0.1518267086448905,0,1,0
6.0,3.439000960614794,15.0,0.0,0.6333333333333333,3.0,90.0,20.0,0.0,0.3518267086448904,0,1,0
8.0,4.931930693069306,15.0,4.0,0.8,6.0,90.0,20.0,1.0,-0.0291256723074904,0,0,1
9.0,5.0,3.0,2.0,0.7666666666666667,8.0,78.0,20.0,1.0,0.0487964056145874,0,0,0
10.0,2.544182621502209,15.0,14.0,0.0333333333333333,5.0,90.0,20.0,1.0,0.0,0,0,0
11.0,0.5333333333333333,15.0,1.0,0.5666666666666667,1.0,90.0,20.0,0.5333333333333333,0.0017316017316017,0,0,0
18.0,4.477866061293984,15.0,11.0,0.4333333333333333,13.0,90.0,20.0,1.0,-0.1232683982683982,0,0,1
19.0,4.814814814814815,3.0,4.0,0.5333333333333333,3.0,78.0,20.0,1.0,-0.1232683982683982,0,0,1
4.0,1.0,75.0,7.0,0.2666666666666666,2.0,90.0,20.0,1.0,-0.1232683982683982,1,0,1
5.0,1.0,75.0,0.0,0.5666666666666667,0.0,90.0,20.0,0.0,0.210064935064935,1,1,0
6.0,1.0,72.0,1.0,0.6333333333333333,1.0,87.0,20.0,1.0,-0.1232683982683982,1,0,1
7.0,1.0,49.0,1.0,0.8333333333333334,1.0,64.0,20.0,1.0,0.2403679653679654,1,0,0
9.0,1.0,75.0,6.0,0.6666666666666666,1.0,90.0,20.0,1.0,0.1624458874458874,1,0,0
13.0,1.0,66.0,6.0,0.6333333333333333,2.0,81.0,20.0,1.0,0.0017316017316017,1,0,0
14.0,1.0,66.0,2.0,0.5,2.0,81.0,20.0,1.0,-0.1232683982683982,1,0,1
18.0,1.0,75.0,0.0,0.0444444444444444,1.0,90.0,20.0,0.0,-0.2680935226389772,1,1,0
19.0,1.0,75.0,1.0,0.5111111111111111,2.0,90.0,20.0,1.0,0.0652398106943561,1,1,0
22.0,1.0,71.0,5.0,0.4222222222222222,3.0,86.0,20.0,1.0,0.2319064773610228,1,0,1
2.0,1.0,75.0,23.0,0.2666666666666666,2.0,90.0,17.0,1.0,-0.2680935226389772,0,1,0
4.0,1.0,75.0,6.0,0.4666666666666667,0.0,90.0,17.0,1.0,-0.2680935226389772,0,1,0
5.0,1.0,75.0,0.0,0.5333333333333333,0.0,90.0,17.0,0.0,-0.1771844317298862,0,1,0
8.0,1.0,69.0,31.0,0.2888888888888888,1.0,84.0,17.0,1.0,0.1934449388994844,0,0,1
9.0,1.0,54.0,10.0,0.3777777777777777,3.0,69.0,17.0,1.0,0.2319064773610228,0,0,0
10.0,1.0,54.0,12.0,0.5777777777777777,2.0,69.0,17.0,1.0,0.2652398106943561,0,0,1
11.0,1.0,63.0,33.0,0.6666666666666666,4.0,78.0,17.0,1.0,-0.0458713004167549,0,0,1
14.0,1.0,75.0,15.0,0.6444444444444445,1.0,90.0,17.0,1.0,0.0395987850533305,0,1,0
19.0,1.0,75.0,26.0,0.0222222222222222,4.0,90.0,17.0,1.0,0.0,0,0,1
20.0,1.0,69.0,22.0,0.5111111111111111,3.0,84.0,17.0,1.0,0.0694804108934543,0,0,1
4.0,1.8211009174311923,60.0,7.0,0.3333333333333333,4.0,90.0,20.0,1.0,-0.1913891543239369,1,0,1
5.0,2.0,60.0,0.0,0.4444444444444444,1.0,90.0,20.0,0.0,-0.1913891543239369,1,1,0
6.0,1.780246913580247,57.0,1.0,0.2666666666666666,2.0,87.0,20.0,1.0,-0.1913891543239369,1,0,1
7.0,2.0,34.0,1.0,0.4444444444444444,2.0,64.0,20.0,1.0,0.183610845676063,1,0,0
9.0,2.0,60.0,6.0,0.5333333333333333,4.0,90.0,20.0,1.0,-0.1913891543239369,1,0,0
13.0,2.0,51.0,6.0,0.6444444444444445,5.0,81.0,20.0,1.0,0.2701493072145246,1,0,0
14.0,1.891959798994975,51.0,2.0,0.7111111111111111,5.0,81.0,20.0,1.0,0.108610845676063,1,0,1
18.0,1.9654255319148937,60.0,0.0,0.4444444444444444,2.0,90.0,20.0,0.0,0.0943251313903487,1,1,0
19.0,1.7866323907455013,60.0,1.0,0.4666666666666667,2.0,90.0,20.0,1.0,0.0393800764452938,1,1,0
22.0,1.7224770642201832,56.0,5.0,0.0333333333333333,4.0,86.0,20.0,1.0,-0.29359176177358,1,0,1
2.0,1.9105199516324065,60.0,23.0,0.5166666666666667,5.0,90.0,17.0,1.0,-0.0435917617735799,0,1,0
4.0,2.0,60.0,6.0,0.4833333333333333,1.0,90.0,17.0,1.0,0.2778368096549914,0,1,0
5.0,2.0,60.0,0.0,0.3166666666666666,0.0,90.0,17.0,0.0,-0.29359176177358,0,1,0
8.0,1.5430038510911424,54.0,31.0,0.4166666666666667,1.0,84.0,17.0,1.0,-0.29359176177358,0,0,1
9.0,2.0,39.0,10.0,0.45,8.0,69.0,17.0,1.0,-0.202682670864489,0,0,0
10.0,1.6183035714285712,39.0,12.0,0.4166666666666667,3.0,69.0,17.0,1.0,0.20640823822642,0,0,1
11.0,1.788235294117647,48.0,33.0,0.3666666666666666,6.0,78.0,17.0,1.0,0.20640823822642,0,0,1
14.0,2.0,60.0,15.0,0.6833333333333333,5.0,90.0,17.0,1.0,0.30640823822642,0,1,0
19.0,2.0,60.0,26.0,0.7666666666666667,6.0,90.0,17.0,1.0,-0.0208644890463072,0,0,1
20.0,1.830551989730424,54.0,22.0,0.7166666666666667,3.0,84.0,17.0,1.0,0.1508526826708644,0,0,1
4.0,2.346330275229358,45.0,7.0,0.0166666666666666,4.0,90.0,20.0,1.0,0.0,1,0,1
5.0,2.526315789473684,45.0,0.0,0.5833333333333334,2.0,90.0,20.0,0.0,0.0474786324786324,1,1,0
6.0,2.9629629629629632,42.0,1.0,0.45,4.0,87.0,20.0,1.0,-0.1747435897435897,1,0,1
7.0,2.7275943396226414,19.0,1.0,0.4333333333333333,4.0,64.0,20.0,1.0,-0.1747435897435897,1,0,0
9.0,2.510144927536232,45.0,6.0,0.2833333333333333,6.0,90.0,20.0,1.0,-0.1747435897435897,1,0,0
13.0,3.0,36.0,6.0,0.55,9.0,81.0,20.0,1.0,0.2141452991452991,1,0,0
14.0,3.0,36.0,2.0,0.5833333333333334,9.0,81.0,20.0,1.0,-0.1747435897435897,1,0,1
18.0,3.0,45.0,0.0,0.6166666666666667,4.0,90.0,20.0,0.0,0.2141452991452991,1,1,0
19.0,3.0,45.0,1.0,0.6833333333333333,4.0,90.0,20.0,1.0,0.0919230769230769,1,1,0
22.0,2.635321100917431,41.0,5.0,0.5,5.0,86.0,20.0,1.0,0.0752564102564102,1,0,1
2.0,3.0,45.0,23.0,0.5,10.0,90.0,17.0,1.0,0.056025641025641,0,1,0
4.0,2.903722721437741,45.0,6.0,0.0266666666666666,3.0,90.0,17.0,1.0,-0.274537962037962,0,1,0
5.0,3.0,45.0,0.0,0.48,2.0,90.0,17.0,0.0,0.1100774225774225,0,1,0
8.0,2.9422336328626444,39.0,31.0,0.28,3.0,84.0,17.0,1.0,-0.274537962037962,0,0,1
9.0,2.506417736289382,24.0,10.0,0.3466666666666667,9.0,69.0,17.0,1.0,-0.274537962037962,0,0,0
10.0,2.9263392857142856,24.0,12.0,0.4533333333333333,6.0,69.0,17.0,1.0,-0.1316808191808192,0,0,1
11.0,3.0,33.0,33.0,0.6666666666666666,9.0,78.0,17.0,1.0,0.0,0,0,1
14.0,2.7942681678607983,45.0,15.0,0.4133333333333333,8.0,90.0,17.0,1.0,0.1800074925074924,0,1,0
19.0,2.465845464725644,45.0,26.0,1.5,7.0,90.0,17.0,1.0,0.0,0,0,1
20.0,2.664955070603338,39.0,22.0,0.0,3.0,84.0,17.0,1.0,0.0,0,0,1
4.0,3.7844036697247705,30.0,7.0,0.7733333333333333,9.0,90.0,20.0,1.0,-0.0602522477522477,1,0,1
5.0,3.5834266517357225,30.0,0.0,1.4166666666666667,4.0,90.0,20.0,0.0,0.725462037962038,1,1,0
6.0,3.837037037037037,27.0,1.0,0.0133333333333333,7.0,87.0,20.0,1.0,0.0,1,0,1
7.0,3.55188679245283,4.0,1.0,0.56,8.0,64.0,20.0,1.0,0.0772953625894802,1,0,0
9.0,3.3198067632850243,30.0,6.0,0.4533333333333333,13.0,90.0,20.0,1.0,-0.1560379707438531,1,0,0
13.0,3.632277834525026,21.0,6.0,0.4133333333333333,13.0,81.0,20.0,1.0,-0.1560379707438531,1,0,0
14.0,3.450602409638554,21.0,2.0,0.32,10.0,81.0,20.0,1.0,-0.1560379707438531,1,0,1
18.0,3.178997613365155,30.0,0.0,0.64,4.0,90.0,20.0,0.0,-0.1560379707438531,1,1,0
19.0,3.530973451327434,30.0,1.0,0.5733333333333334,6.0,90.0,20.0,1.0,0.2439620292561469,1,1,0
22.0,3.5871559633027523,26.0,5.0,0.68,6.0,86.0,20.0,1.0,0.0939620292561469,1,0,1
2.0,3.980952380952381,30.0,23.0,0.75,14.0,90.0,17.0,1.0,0.0,0,1,0
4.0,4.0,30.0,6.0,0.6133333333333333,6.0,90.0,17.0,1.0,0.0792561469032057,0,1,0
5.0,3.735660847880299,30.0,0.0,0.5466666666666666,3.0,90.0,17.0,0.0,0.1296763149704326,0,1,0
8.0,3.686777920410783,24.0,31.0,0.6,4.0,84.0,17.0,1.0,-0.1345238095238095,0,0,1
9.0,3.663943990665111,9.0,10.0,0.2666666666666666,11.0,69.0,17.0,1.0,-0.3845238095238095,0,0,0
10.0,3.7678571428571423,9.0,12.0,0.3333333333333333,10.0,69.0,17.0,1.0,-0.0511904761904761,0,0,1
11.0,4.0,18.0,33.0,0.2666666666666666,12.0,78.0,17.0,1.0,0.6154761904761905,0,0,1
14.0,3.3694984646878203,30.0,15.0,0.8666666666666667,13.0,90.0,17.0,1.0,0.1154761904761905,0,1,0
19.0,3.829787234042554,30.0,26.0,0.9333333333333332,9.0,90.0,17.0,1.0,0.2821428571428571,0,0,1
20.0,4.0,24.0,22.0,0.8666666666666667,7.0,84.0,17.0,1.0,-0.3845238095238095,0,0,1
4.0,4.386467889908257,15.0,7.0,0.0,10.0,90.0,20.0,1.0,0.0,1,0,1
5.0,4.428891377379619,15.0,0.0,0.4666666666666667,7.0,90.0,20.0,0.0,-0.3845238095238095,1,1,0
6.0,4.864197530864198,12.0,1.0,0.6,9.0,87.0,20.0,1.0,0.2821428571428571,1,0,1
9.0,4.096618357487923,15.0,6.0,0.7333333333333333,15.0,90.0,20.0,1.0,0.044047619047619,1,0,0
10.0,0.8,15.0,5.0,0.0,0.0,90.0,20.0,0.8,0.0,1,0,1
13.0,4.21859039836568,6.0,6.0,1.0666666666666669,16.0,81.0,20.0,1.0,-0.0069143819143819,1,0,0
14.0,4.162650602409638,6.0,2.0,0.2666666666666666,10.0,81.0,20.0,1.0,-0.2796416546416546,1,0,1
18.0,5.0,15.0,0.0,0.1333333333333333,5.0,90.0,20.0,0.0,0.0,1,1,0
19.0,3.888274336283186,15.0,1.0,0.6,6.0,90.0,20.0,1.0,-0.2796416546416546,1,1,0
22.0,5.0,11.0,5.0,1.1333333333333333,10.0,86.0,20.0,1.0,0.7203583453583453,1,0,1
2.0,5.0,15.0,23.0,0.4,17.0,90.0,17.0,1.0,0.006072631072631,0,1,0
4.0,4.529411764705882,15.0,6.0,1.0,7.0,90.0,17.0,1.0,0.2203583453583453,0,1,0
5.0,4.089775561097257,15.0,0.0,0.3333333333333333,3.0,90.0,17.0,0.0,-0.2796416546416546,0,1,0
8.0,4.460847240051348,9.0,31.0,0.9333333333333332,4.0,84.0,17.0,1.0,0.0536916786916786,0,0,1
