top_third_pass_share,forward_pass_share_D,cumul_sprints,jersey_number,cumul_passes_M
0.5555555555555556,0.0,5,13,0.0
0.1428571428571428,0.0,5,14,7.0
0.0,0.0,2,18,0.0
0.0555555555555555,0.5,2,19,0.0
0.2,0.0,4,22,10.0
0.2857142857142857,0.2857142857142857,5,2,0.0
0.0526315789473684,0.7142857142857143,1,4,0.0
0.0,1.0,0,5,0.0
0.1153846153846153,0.0,1,8,26.0
0.625,0.0,8,9,0.0
0.1818181818181818,0.0,3,10,11.0
0.6470588235294118,0.0,6,11,17.0
0.2,0.7142857142857143,5,14,0.0
0.3333333333333333,0.0,6,19,18.0
0.1904761904761904,0.0,3,20,21.0
0.1818181818181818,0.0,4,4,11.0
0.0,0.0,2,5,0.0
0.0833333333333333,0.0,4,6,12.0
0.25,0.0,4,7,0.0
0.6,0.0,6,9,0.0
0.5,0.0,9,13,0.0
0.1428571428571428,0.0,9,14,7.0
0.0,0.0,4,18,0.0
0.0416666666666666,0.3333333333333333,4,19,0.0
0.1818181818181818,0.0,5,22,11.0
0.3225806451612903,0.25,10,2,0.0
0.037037037037037,0.75,3,4,0.0
0.0,0.75,2,5,0.0
0.1219512195121951,0.0,3,8,41.0
0.6666666666666666,0.0,9,9,0.0
0.3333333333333333,0.0,6,10,18.0
0.6190476190476191,0.0,9,11,21.0
0.25,0.4545454545454545,8,14,0.0
0.44,0.0,7,19,25.0
0.2592592592592592,0.0,3,20,27.0
0.1764705882352941,0.0,9,4,17.0
0.0,0.0,4,5,0.0
0.05,0.0,7,6,20.0
0.2,0.0,8,7,0.0
0.75,0.0,13,9,0.0
0.4615384615384615,0.0,13,13,0.0
0.0833333333333333,0.0,10,14,12.0
0.0,0.25,4,18,0.0
0.032258064516129,0.4285714285714285,6,19,0.0
0.2,0.0,6,22,15.0
0.3673469387755102,0.217391304347826,14,2,0.0
0.0714285714285714,0.6666666666666666,6,4,0.0
0.0,0.5714285714285714,3,5,0.0
0.296875,0.0,4,8,64.0
0.6,0.0,11,9,0.0
0.4090909090909091,0.0,10,10,22.0
0.7,0.0,12,11,40.0
0.2,0.4615384615384615,13,14,0.0
0.4193548387096774,0.0,9,19,31.0
0.4,0.0,7,20,40.0
0.2,0.0,10,4,20.0
0.0,0.0,7,5,0.0
0.0434782608695652,0.0,9,6,23.0
0.75,0.0,15,9,0.0
0.0,0.0,0,10,0.0
0.4,0.0,16,13,0.0
0.0714285714285714,0.0,10,14,14.0
0.0,0.25,5,18,0.0
0.0285714285714285,0.4285714285714285,6,19,0.0
0.15,0.0,10,22,20.0
0.3387096774193548,0.28,17,2,0.0
0.1153846153846153,0.6666666666666666,7,4,0.0
0.0,0.5714285714285714,3,5,0.0
0.3563218390804598,0.0,4,8,87.0
0.673469387755102,0.0,13,11,49.0
0.1911764705882352,0.4375,16,14,0.0
0.0,0.0,2,18,0.0
0.5,0.0,10,19,46.0
0.3571428571428571,0.0,7,20,56.0
0.6666666666666666,0.0,1,21,3.0
0.0666666666666666,0.75,1,2,0.0
0.5625,0.2,4,3,0.0
0.0,0.6666666666666666,1,4,0.0
0.4117647058823529,0.25,2,5,0.0
0.3333333333333333,0.0,1,6,12.0
0.5,0.0,3,7,0.0
0.6,0.0,1,8,5.0
0.6,0.0,3,10,10.0
0.0,0.0,2,19,8.0
0.4,0.0,4,21,5.0
0.0,0.6666666666666666,2,4,0.0
0.25,0.0,2,6,4.0
0.0,0.0,3,7,0.0
0.0,0.0,1,9,0.0
0.1111111111111111,0.0,2,10,9.0
0.0,0.0,2,11,0.0
0.0,0.0,1,15,0.0
0.0,0.4,1,16,0.0
0.2222222222222222,0.3333333333333333,2,18,0.0
0.0,0.0,3,21,4.0
0.05,0.75,2,2,0.0
0.4838709677419355,0.5833333333333334,6,3,0.0
0.037037037037037,0.6,3,4,0.0
0.5,0.2222222222222222,3,5,0.0
0.4074074074074074,0.0,1,6,27.0
0.8,0.0,3,7,0.0
0.5,0.0,2,8,10.0
0.5,0.0,5,10,12.0
0.1052631578947368,0.0,3,19,19.0
0.4615384615384615,0.0,5,21,13.0
0.0,0.6,2,4,0.0
0.25,0.0,4,6,8.0
0.6666666666666666,0.0,6,7,0.0
0.0,0.0,4,9,0.0
0.0833333333333333,0.0,2,10,12.0
0.0,0.0,6,11,0.0
0.0,0.0,2,15,0.0
0.1666666666666666,0.4545454545454545,1,16,0.0
0.1176470588235294,0.4,2,18,0.0
0.2857142857142857,0.0,4,21,7.0
0.0384615384615384,0.8,3,2,0.0
0.4473684210526316,0.4666666666666667,8,3,0.0
0.0285714285714285,0.5714285714285714,5,4,0.0
0.4444444444444444,0.3333333333333333,4,5,0.0
0.3947368421052631,0.0,2,6,38.0
0.6666666666666666,0.0,6,7,0.0
0.4666666666666667,0.0,3,8,15.0
0.5625,0.0,6,10,16.0
0.1111111111111111,0.0,3,19,27.0
0.3888888888888889,0.0,6,21,18.0
0.0,0.6,4,4,0.0
0.1818181818181818,0.0,5,6,11.0
0.6666666666666666,0.0,8,7,0.0
0.0,0.0,7,9,0.0
0.0555555555555555,0.0,3,10,18.0
0.0,0.0,7,11,0.0
0.0,0.0,3,15,0.0
0.125,0.5,3,16,0.0
0.0833333333333333,0.5,3,18,0.0
0.25,0.0,5,21,8.0
0.0263157894736842,0.8,4,2,0.0
0.4285714285714285,0.4375,9,3,0.0
0.0212765957446808,0.5714285714285714,8,4,0.0
0.3653846153846153,0.2857142857142857,6,5,0.0
0.3404255319148936,0.0,3,6,47.0
0.6923076923076923,0.0,11,7,0.0
0.4,0.0,5,8,20.0
0.5789473684210527,0.0,9,10,19.0
0.1111111111111111,0.0,4,19,36.0
0.45,0.0,12,21,20.0
0.0,0.6,5,4,0.0
0.2,0.0,6,6,15.0
0.4,0.0,13,7,0.0
0.0,0.0,3,8,1.0
0.1428571428571428,0.0,9,9,0.0
0.0,0.0,3,15,0.0
0.119047619047619,0.5,5,16,0.0
0.0714285714285714,0.5,4,18,0.0
0.5,0.0,0,20,0.0
0.2727272727272727,0.0,6,21,11.0
0.024390243902439,0.8,5,2,0.0
0.453125,0.3888888888888889,13,3,0.0
0.0892857142857142,0.5714285714285714,8,4,0.0
0.3333333333333333,0.2857142857142857,7,5,0.0
0.3636363636363636,0.0,3,6,55.0
0.4166666666666667,0.0,7,8,24.0
0.0,0.0,2,9,0.0
0.3333333333333333,0.0,3,11,6.0
0.1739130434782608,0.0,6,19,46.0
0.0,0.0,2,22,0.0
0.02,0.5,6,4,0.0
0.12,0.0,7,6,25.0
0.0,0.0,5,8,4.0
0.2,0.0,11,9,0.0
0.0,0.0,4,15,0.0
0.1538461538461538,0.4615384615384615,9,16,0.0
1.0,0.0,1,17,1.0
0.0555555555555555,0.5,4,18,0.0
0.5,0.0,2,20,0.0
0.0,0.0,4,22,0.0
0.375,0.0,4,2,0.0
0.0952380952380952,1.0,2,3,0.0
0.0769230769230769,0.0,3,5,0.0
0.1428571428571428,0.0,0,6,7.0
0.2727272727272727,0.0,4,7,11.0
0.0909090909090909,0.0,0,8,11.0
0.0,0.0,2,9,0.0
0.5,0.0,1,10,6.0
0.7777777777777778,0.0,3,16,9.0
0.0714285714285714,0.3333333333333333,2,22,0.0
0.0909090909090909,0.0,1,5,0.0
0.1111111111111111,0.0,0,6,0.0
0.1666666666666666,0.0,0,8,12.0
0.3333333333333333,0.0,3,9,0.0
0.2222222222222222,0.0,1,10,9.0
0.2222222222222222,0.0,1,11,0.0
0.0,0.0,2,15,0.0
0.0,1.0,4,16,0.0
0.5,0.0,2,19,4.0
0.0,0.0,3,20,1.0
0.5833333333333334,0.0,5,2,0.0
0.25,0.3333333333333333,3,3,0.0
0.2307692307692307,0.0,5,5,0.0
0.3333333333333333,0.0,0,6,12.0
0.5238095238095238,0.0,7,7,21.0
0.4137931034482758,0.0,0,8,29.0
0.25,0.0,2,9,0.0
0.8,0.0,1,10,15.0
0.8888888888888888,0.0,4,16,18.0
0.2307692307692307,0.25,2,22,0.0
0.0625,0.0,2,5,0.0
0.1,0.0,1,6,0.0
0.1428571428571428,0.0,2,8,14.0
0.4,0.0,4,9,0.0
0.2222222222222222,0.0,2,10,9.0
0.1538461538461538,0.0,1,11,0.0
0.0,0.0,3,15,1.0
0.0,1.0,6,16,0.0
0.3333333333333333,0.0,3,19,6.0
0.0,0.0,6,20,2.0
0.5625,0.25,6,2,0.0
0.2537313432835821,0.25,3,3,0.0
0.2558139534883721,0.0,5,5,0.0
0.3125,0.0,0,6,16.0
0.5862068965517241,0.0,9,7,29.0
0.4473684210526316,0.0,1,8,38.0
0.25,0.0,2,9,0.0
0.75,0.0,1,10,20.0
0.875,0.0,4,16,24.0
0.3142857142857143,0.5,2,22,0.0
0.0526315789473684,0.0,2,5,0.0
0.0769230769230769,0.0,1,6,0.0
0.1111111111111111,0.0,3,8,18.0
0.5,0.0,4,9,0.0
0.3333333333333333,0.0,3,10,12.0
0.2352941176470588,0.0,1,11,0.0
0.0,0.0,4,15,3.0
0.0,0.75,7,16,0.0
0.375,0.0,4,19,8.0
0.0,0.0,7,20,3.0
0.2584269662921348,0.3333333333333333,5,3,0.0
0.2727272727272727,0.2,6,5,0.0
0.4666666666666667,0.0,0,6,30.0
0.6410256410256411,0.0,11,7,39.0
0.4262295081967213,0.0,1,8,61.0
0.2857142857142857,0.0,4,9,0.0
0.7,0.0,4,11,10.0
0.6842105263157895,0.0,7,16,38.0
0.0,0.0,1,19,0.0
0.4468085106382978,0.4615384615384615,2,22,0.0
0.0476190476190476,0.0,4,5,0.0
0.0588235294117647,0.0,2,6,0.0
0.1111111111111111,0.0,3,8,18.0
0.5,0.0,5,9,0.0
0.3333333333333333,0.0,5,10,12.0
0.238095238095238,0.0,3,11,0.0
0.0,0.0,4,15,5.0
0.0769230769230769,0.6,9,16,0.0
0.3636363636363636,0.0,5,19,11.0
0.0,0.0,7,20,4.0
0.2421052631578947,0.3333333333333333,8,3,0.0
0.2533333333333333,0.3333333333333333,7,5,0.0
0.4878048780487805,0.0,0,6,41.0
0.8235294117647058,0.0,6,11,17.0
0.3,0.0,0,14,10.0
0.625,0.0,8,16,48.0
0.6666666666666666,0.0,0,17,3.0
0.5,0.0,1,19,0.0
0.4150943396226415,0.4,4,22,0.0
0.0434782608695652,0.0,4,5,0.0
0.0555555555555555,0.0,2,6,0.0
0.0,0.0,0,7,2.0
0.1111111111111111,0.0,3,8,18.0
0.6,0.0,6,9,0.0
0.1923076923076923,0.3333333333333333,3,11,0.0
0.1333333333333333,0.6,9,16,0.0
0.0,0.0,0,17,0.0
0.4615384615384615,0.0,8,19,13.0
0.1666666666666666,0.0,8,20,6.0
0.0,1.0,2,3,0.0
0.0,1.0,2,4,0.0
0.1666666666666666,0.0,1,6,6.0
0.0,0.0,1,8,3.0
0.0,0.0,5,9,0.0
1.0,0.0,1,11,3.0
0.5,1.0,3,16,0.0
0.0,0.0,1,18,0.0
0.0,0.0,2,20,1.0
0.0,1.0,0,2,0.0
0.0,0.0,2,3,0.0
0.0,0.0,1,4,0.0
0.2,0.0,1,6,10.0
0.5714285714285714,0.0,1,7,7.0
0.1666666666666666,0.0,2,8,6.0
0.5,0.0,5,11,0.0
0.1666666666666666,1.0,2,13,0.0
0.6,0.0,3,17,5.0
0.8571428571428571,0.0,3,21,7.0
0.0,1.0,2,3,0.0
0.0,1.0,2,4,0.0
0.1111111111111111,0.0,1,6,9.0
0.0,0.0,2,8,7.0
0.0,0.0,6,9,0.0
1.0,0.0,3,11,3.0
0.4375,1.0,3,16,0.0
0.0,1.0,3,18,0.0
0.0,0.0,3,20,2.0
0.4193548387096774,1.0,0,2,0.0
0.0,1.0,2,3,0.0
0.03125,0.0,2,4,0.0
0.5882352941176471,0.0,3,6,34.0
0.7586206896551724,0.0,2,7,29.0
0.35,0.0,2,8,20.0
0.75,0.0,6,11,0.0
0.4615384615384615,0.6666666666666666,2,13,0.0
0.8695652173913043,0.0,5,17,23.0
0.9047619047619048,0.0,7,21,21.0
0.0,0.6666666666666666,2,3,0.0
0.0,0.8,2,4,0.0
0.2142857142857142,0.0,2,6,14.0
0.0,0.0,3,8,14.0
0.75,0.0,7,9,0.0
0.6666666666666666,0.0,5,11,6.0
0.3076923076923077,0.5,3,16,0.0
0.0769230769230769,0.6,8,18,0.0
0.0,0.0,5,20,3.0
0.4186046511627907,1.0,1,2,0.0
0.075,1.0,2,3,0.0
0.0392156862745098,0.0,3,4,0.0
0.5833333333333334,0.0,4,6,60.0
0.6666666666666666,0.0,3,7,48.0
0.4102564102564102,0.0,2,8,39.0
0.7272727272727273,0.0,7,11,0.0
0.5454545454545454,0.5,4,13,0.0
0.8857142857142857,0.0,8,17,35.0
0.8,0.0,10,21,35.0
0.0344827586206896,0.5,2,3,0.0
0.0,0.7142857142857143,3,4,0.0
0.2105263157894736,0.0,3,6,19.0
0.0434782608695652,0.0,5,8,23.0
0.6666666666666666,0.0,10,9,0.0
0.5454545454545454,0.0,7,11,11.0
0.3333333333333333,0.0,1,14,0.0
0.2580645161290322,0.6,6,16,0.0
0.2272727272727272,0.625,12,18,0.0
0.3333333333333333,1.0,2,2,0.0
0.046875,1.0,3,3,0.0
0.0298507462686567,0.0,4,4,0.0
0.5064935064935064,0.0,5,6,77.0
0.6190476190476191,0.0,4,7,63.0
0.4042553191489361,0.0,3,8,47.0
0.7692307692307693,0.0,7,11,0.0
0.4406779661016949,0.5,6,13,0.0
0.2307692307692307,0.0,1,16,13.0
0.8301886792452831,0.0,9,17,53.0
0.0303030303030303,0.5,4,3,0.0
0.0344827586206896,0.75,5,4,0.0
0.1818181818181818,0.0,4,6,22.0
0.0416666666666666,0.0,6,8,24.0
0.6363636363636364,0.0,10,9,0.0
0.5,0.0,0,13,0.0
0.3333333333333333,0.0,4,14,0.0
0.2,0.7,13,18,0.0
0.0,0.0,0,21,6.0
0.323943661971831,0.8333333333333334,3,2,0.0
0.0526315789473684,1.0,3,3,0.0
0.4893617021276595,0.0,5,6,94.0
0.4181818181818181,0.0,4,8,55.0
0.0,0.0,2,9,0.0
0.4626865671641791,0.5,7,13,0.0
0.5,0.0,4,16,30.0
0.8153846153846154,0.0,10,17,65.0
0.75,0.0,2,18,8.0
0.1666666666666666,0.0,1,2,0.0
0.0,0.0,3,4,0.0
0.0,0.0,0,5,0.0
0.0,0.0,0,6,5.0
0.0,0.0,0,8,4.0
0.0,0.0,0,9,0.0
0.0,0.0,1,10,0.0
0.0,0.0,3,14,0.0
0.0,0.0,0,19,3.0
0.5,0.0,1,21,2.0
0.0,0.0,1,2,0.0
0.3333333333333333,0.25,0,3,0.0
0.1111111111111111,1.0,0,5,0.0
0.0,1.0,0,6,0.0
1.0,0.0,3,7,0.0
0.0,0.0,0,8,4.0
0.5,0.0,4,9,0.0
0.5,0.0,4,10,0.0
0.125,0.0,2,18,8.0
0.1666666666666666,0.0,1,19,6.0
0.0666666666666666,0.0,4,2,0.0
0.0,0.6666666666666666,4,4,0.0
0.0,0.5,1,5,0.0
0.1,0.0,1,6,20.0
0.0,0.0,0,8,15.0
1.0,0.0,1,9,0.0
1.0,0.0,2,10,1.0
0.0666666666666666,0.5,4,14,0.0
0.1538461538461538,0.0,1,19,13.0
0.1666666666666666,0.0,1,21,6.0
0.0,0.0,2,2,3.0
0.1875,0.5,0,3,0.0
0.0588235294117647,0.5,2,5,0.0
0.0,1.0,1,6,0.0
0.6666666666666666,0.0,3,7,0.0
0.0,0.0,0,8,12.0
0.5,0.0,5,9,0.0
0.3333333333333333,0.0,5,10,0.0
0.0833333333333333,0.0,3,18,12.0
0.0833333333333333,0.0,1,19,12.0
0.0833333333333333,0.1666666666666666,6,2,0.0
0.0,0.6666666666666666,4,4,0.0
0.0,0.3333333333333333,1,5,0.0
0.0625,0.0,3,6,32.0
0.0333333333333333,0.0,5,8,30.0
0.5,0.0,1,9,0.0
0.3333333333333333,0.0,4,10,6.0
0.0714285714285714,0.375,7,14,0.0
0.15,0.0,3,19,20.0
0.1111111111111111,0.0,3,21,9.0
0.2,0.0,6,2,5.0
0.1666666666666666,0.5714285714285714,0,3,0.0
0.0476190476190476,0.5,3,5,0.0
0.0,1.0,2,6,0.0
0.4,0.0,6,7,0.0
0.0,0.0,1,8,17.0
0.5,0.0,9,9,0.0
0.2666666666666666,0.0,9,10,0.0
0.0625,0.0,6,18,16.0
0.0769230769230769,0.0,3,19,13.0
0.175,0.375,8,2,0.0
0.025,0.75,4,4,0.0
0.0,0.3333333333333333,2,5,0.0
0.08,0.0,5,6,50.0
0.1111111111111111,0.0,8,8,45.0
0.625,0.0,3,9,0.0
0.4545454545454545,0.0,7,10,11.0
0.0512820512820512,0.375,9,14,0.0
0.1785714285714285,0.0,6,19,28.0
0.2777777777777778,0.0,5,21,18.0
0.25,0.0,10,2,12.0
0.2083333333333333,0.5714285714285714,2,3,0.0
0.0357142857142857,0.3333333333333333,6,5,0.0
0.0,1.0,2,6,0.0
0.3333333333333333,0.0,10,7,0.0
0.0416666666666666,0.0,2,8,24.0
0.3333333333333333,0.0,12,9,0.0
0.217391304347826,0.0,11,10,0.0
0.1071428571428571,0.0,9,18,28.0
0.0769230769230769,0.0,4,19,13.0
0.2181818181818181,0.3636363636363636,11,2,0.0
0.5,0.0,7,10,18.0
0.4285714285714285,0.0,1,11,7.0
1.0,0.0,3,12,0.0
0.2222222222222222,0.0,0,16,9.0
0.0,0.0,0,18,0.0
0.2702702702702703,0.0,6,19,37.0
0.3333333333333333,0.0,0,23,3.0
0.25,0.0,12,2,12.0
0.032258064516129,0.3333333333333333,6,5,0.0
0.0,1.0,2,6,0.0
0.3333333333333333,0.0,10,7,0.0
0.0357142857142857,0.0,2,8,28.0
0.3333333333333333,0.0,13,9,0.0
0.1923076923076923,0.0,13,10,0.0
0.1,0.0,9,18,30.0
0.0,0.0,0,20,0.0
0.0,0.0,1,2,0.0
0.25,0.0,2,3,0.0
0.1111111111111111,0.0,0,4,9.0
0.0,0.0,0,6,6.0
0.25,0.0,2,8,4.0
0.5,0.0,4,14,0.0
0.0,0.0,4,17,1.0
0.5,0.0,2,18,6.0
0.2,0.0,2,20,0.0
0.0,0.0,0,21,0.0
0.4,0.0,1,2,0.0
0.0,0.6666666666666666,1,4,0.0
0.1,0.0,2,6,10.0
0.25,0.0,2,8,4.0
0.0,0.0,2,11,0.0
0.3,0.0,3,14,0.0
0.0,0.0,0,16,0.0
0.2,0.0,2,17,10.0
0.2,0.0,2,20,0.0
0.0,0.0,0,21,0.0
0.0,0.0,1,2,0.0
0.2857142857142857,0.0,2,3,0.0
0.0769230769230769,0.0,0,4,13.0
0.0,0.0,1,6,8.0
0.2,0.0,4,8,10.0
0.2857142857142857,0.0,9,14,0.0
0.0,0.0,6,17,1.0
0.6666666666666666,0.0,2,18,9.0
0.1666666666666666,0.0,3,20,0.0
0.0,0.0,2,21,0.0
0.5294117647058824,0.3333333333333333,1,2,0.0
0.0,0.6,1,4,0.0
0.0714285714285714,0.0,2,6,14.0
0.4,0.0,3,8,10.0
0.0,0.0,2,11,0.0
0.2777777777777778,0.0,4,14,0.0
0.0,0.0,0,16,0.0
0.3157894736842105,0.0,2,17,19.0
0.6666666666666666,0.0,3,20,0.0
0.2727272727272727,0.0,2,21,0.0
0.0,0.0,1,2,0.0
0.2777777777777778,0.0,3,3,0.0
0.1176470588235294,0.0,1,4,17.0
0.0769230769230769,0.0,7,6,13.0
0.1333333333333333,0.0,6,8,15.0
0.2727272727272727,0.0,10,14,0.0
0.0,0.0,10,17,2.0
0.4705882352941176,0.0,4,18,17.0
0.125,0.0,6,20,0.0
0.0,0.5,2,21,0.0
0.4,0.25,7,2,0.0
0.0,0.5555555555555556,1,4,0.0
0.0769230769230769,0.0,2,6,26.0
0.2777777777777778,0.0,6,8,18.0
0.3333333333333333,0.0,2,11,0.0
0.2857142857142857,0.125,7,14,0.0
0.0,1.0,1,16,0.0
0.25,0.0,3,17,28.0
0.6875,0.0,4,20,0.0
0.4285714285714285,0.0,4,21,0.0
0.03125,0.0,1,2,0.0
0.2666666666666666,0.2,4,3,0.0
0.125,0.0,7,6,24.0
0.0,0.0,1,7,5.0
0.0,0.0,2,11,0.0
0.25,0.0,12,14,0.0
0.2,0.0,1,15,5.0
0.5714285714285714,0.0,8,18,21.0
0.0909090909090909,0.0,6,20,0.0
0.0,0.75,2,21,0.0
0.4285714285714285,0.25,8,2,0.0
0.0,0.5555555555555556,1,4,0.0
0.064516129032258,0.0,2,6,31.0
0.25,0.0,7,8,24.0
0.4,0.0,4,11,0.0
0.25,0.1111111111111111,7,14,0.0
0.0,0.75,1,16,0.0
0.25,0.0,3,17,32.0
0.6086956521739131,0.0,6,20,0.0
0.4,0.0,7,21,0.0
0.0697674418604651,0.3333333333333333,2,2,0.0
0.25,0.2,4,3,0.0
0.1176470588235294,0.0,7,6,34.0
0.0,0.0,3,7,6.0
0.3571428571428571,0.0,3,11,0.0
0.0,0.0,0,13,0.0
0.2083333333333333,0.0,15,14,0.0
0.2,0.0,3,15,10.0
0.64,0.0,10,18,25.0
0.0227272727272727,0.6666666666666666,5,21,0.0
0.4,0.2,9,2,0.0
0.0,0.5555555555555556,1,4,0.0
0.0625,0.0,3,6,32.0
0.0,0.0,3,9,2.0
1.0,0.0,1,10,0.0
0.0,0.0,1,13,0.0
0.0,0.75,1,16,0.0
0.2162162162162162,0.0,3,17,37.0
0.56,0.0,8,20,0.0
0.0,0.0,4,22,1.0
0.25,0.0,3,3,4.0
0.25,0.0,2,4,4.0
0.0,1.0,2,5,0.0
0.3333333333333333,0.0,1,6,3.0
1.0,0.0,5,7,0.0
0.0,0.0,5,9,0.0
0.5,0.0,3,10,0.0
0.0,0.0,1,18,0.0
0.0,0.0,0,19,0.0
0.3333333333333333,0.0,3,22,3.0
0.0909090909090909,0.5,2,2,0.0
0.2857142857142857,0.3333333333333333,2,3,0.0
0.0,1.0,2,4,0.0
0.0555555555555555,1.0,2,5,0.0
0.3,0.0,1,6,10.0
1.0,0.0,1,9,0.0
0.5,0.0,2,10,0.0
0.7142857142857143,0.0,5,17,7.0
0.2307692307692307,0.0,3,18,13.0
0.4,0.0,4,20,10.0
0.25,0.0,4,3,4.0
0.25,0.0,3,4,8.0
0.1428571428571428,0.5,3,5,0.0
0.1428571428571428,0.0,2,6,7.0
1.0,0.0,9,7,0.0
0.0,0.0,9,9,0.0
0.5,0.0,9,10,0.0
0.0,0.0,1,18,0.0
0.0,0.0,0,19,0.0
0.375,0.0,6,22,8.0
0.1333333333333333,0.5,3,2,0.0
0.4166666666666667,0.25,4,3,0.0
0.0,0.5,4,4,0.0
0.0333333333333333,0.7142857142857143,4,5,0.0
0.2631578947368421,0.0,3,6,19.0
1.0,0.0,1,9,0.0
0.4444444444444444,0.0,2,10,0.0
0.5333333333333333,0.0,6,17,15.0
0.1739130434782608,0.0,5,18,23.0
0.4666666666666667,0.0,6,20,15.0
0.1666666666666666,0.0,7,3,12.0
0.2727272727272727,0.0,3,4,11.0
0.1666666666666666,0.75,5,5,0.0
0.1111111111111111,0.0,2,6,9.0
1.0,0.0,9,7,0.0
0.2,0.0,10,9,0.0
0.375,0.0,10,10,0.0
0.1111111111111111,0.0,3,18,0.0
0.0,0.5,2,19,0.0
0.375,0.0,10,22,16.0
0.2083333333333333,0.6666666666666666,3,2,0.0
0.375,0.4285714285714285,7,3,0.0
0.0,0.5,5,4,0.0
0.0285714285714285,0.7,4,5,0.0
0.25,0.0,3,6,24.0
1.0,0.0,3,9,0.0
0.5714285714285714,0.0,4,10,0.0
0.6363636363636364,0.0,8,17,22.0
0.3055555555555556,0.0,6,18,36.0
0.4615384615384615,0.0,9,20,26.0
0.3125,0.0,7,4,16.0
0.0666666666666666,0.0,4,6,15.0
0.6,0.0,10,7,0.0
0.0,0.0,1,8,0.0
0.4285714285714285,0.0,12,9,0.0
0.0,0.0,0,12,2.0
0.0769230769230769,0.0,5,18,0.0
0.0588235294117647,0.6666666666666666,4,19,0.0
0.25,0.0,3,20,4.0
0.2571428571428571,0.75,6,2,0.0
0.4117647058823529,0.375,8,3,0.0
0.0512820512820512,0.5,5,4,0.0
0.0256410256410256,0.6363636363636364,6,5,0.0
0.2352941176470588,0.0,5,6,34.0
0.7142857142857143,0.0,5,9,0.0
0.5,0.0,7,10,0.0
0.6666666666666666,0.0,9,17,30.0
0.3555555555555555,0.0,7,18,45.0
0.5609756097560976,0.0,11,20,41.0
0.2631578947368421,0.0,9,4,19.0
0.2,0.0,5,6,20.0
0.6,0.0,10,7,0.0
0.0,0.0,2,8,0.0
0.5,0.0,16,9,0.0
0.4,0.0,5,12,5.0
0.3333333333333333,0.0,3,13,3.0
0.1176470588235294,0.0,6,18,0.0
0.0384615384615384,0.6666666666666666,6,19,0.0
0.5,0.0,6,20,10.0
0.238095238095238,0.8,7,2,0.0
0.0465116279069767,0.5,6,4,0.0
0.0227272727272727,0.6666666666666666,6,5,0.0
0.2,0.0,5,6,40.0
0.0,0.0,2,7,3.0
0.4583333333333333,0.0,8,10,0.0
0.0,0.0,0,13,0.0
0.320754716981132,0.0,8,18,53.0
0.0,0.0,3,19,0.0
0.5434782608695652,0.0,15,20,46.0
0.1666666666666666,0.0,3,5,0.0
0.2142857142857142,0.0,0,6,14.0
0.0,0.0,3,11,3.0
0.25,0.0,2,13,4.0
0.1578947368421052,0.25,0,14,0.0
0.0,0.0,0,15,0.0
0.0,0.0,0,17,0.0
0.25,0.0,2,18,4.0
0.125,0.0,1,20,8.0
1.0,0.0,2,22,0.0
0.0,0.0,1,2,0.0
0.0,0.0,0,3,0.0
0.0,0.5,0,5,0.0
0.0,0.0,5,7,0.0
0.1428571428571428,0.0,1,8,7.0
0.0,0.0,0,10,0.0
0.0,0.5,3,13,0.0
0.0,0.0,4,16,7.0
0.0,0.0,3,17,0.0
0.2,0.25,1,18,0.0
0.2,0.0,3,5,0.0
0.1578947368421052,0.0,1,6,19.0
0.6666666666666666,0.0,7,11,9.0
0.3333333333333333,0.0,6,13,6.0
0.1304347826086956,0.1428571428571428,3,14,0.0
0.0,0.0,1,15,0.0
0.032258064516129,0.0,3,17,0.0
0.2,0.0,3,18,5.0
0.1538461538461538,0.0,2,20,13.0
1.0,0.0,6,22,0.0
0.0,1.0,2,2,0.0
0.0,1.0,1,3,0.0
0.125,0.5,3,5,0.0
0.125,0.0,6,7,0.0
0.1111111111111111,0.0,1,8,9.0
0.0,0.0,3,10,0.0
0.0,0.5,4,13,0.0
0.0,0.0,4,16,14.0
0.0,0.0,4,17,0.0
0.1111111111111111,0.25,3,18,0.0
0.2857142857142857,0.25,6,5,0.0
0.1470588235294117,0.0,3,6,34.0
0.7333333333333333,0.0,11,11,15.0
0.3846153846153846,0.0,8,13,13.0
0.1714285714285714,0.1111111111111111,3,14,0.0
0.0,0.0,1,15,0.0
0.0232558139534883,0.6666666666666666,4,17,0.0
0.2777777777777778,0.0,3,18,18.0
0.1851851851851851,0.0,4,20,27.0
0.5714285714285714,0.0,9,22,0.0
0.0,1.0,3,2,0.0
0.0,0.3333333333333333,3,3,0.0
0.1538461538461538,0.6666666666666666,5,5,0.0
0.1818181818181818,0.0,7,7,0.0
0.0714285714285714,0.0,2,8,14.0
0.1428571428571428,0.0,4,10,0.0
0.0,0.5,6,13,0.0
0.0,0.0,7,16,25.0
0.0,0.0,7,17,0.0
0.0769230769230769,0.25,4,18,0.0
0.2916666666666667,0.25,8,5,0.0
0.1463414634146341,0.0,3,6,41.0
0.7,0.0,13,11,20.0
0.4210526315789473,0.0,12,13,19.0
0.2083333333333333,0.1,6,14,0.0
0.0,0.0,2,15,0.0
0.0612244897959183,0.6666666666666666,6,17,0.0
0.32,0.0,3,18,25.0
0.1764705882352941,0.0,7,20,34.0
0.5714285714285714,0.0,10,22,0.0
