player_appearance_id,checkpoint,fixture_id,is_home,position,last15_mean_max_speed,last15_peak_speed,last15_hsr,cumul_mean_max_speed,top_third_run_share,top_third_last15_share,runs_per_minute_played
39703,H1_30,1165,True,A,6.605,7.34,5,6.433,0.4,0.3333333333333333,0.3333333333333333
39706,H1_30,1165,True,M,7.115,8.95,8,6.961,0.42105263157894735,0.36363636363636365,0.6333333333333333
39707,H1_30,1165,True,M,6.489,8.4,14,6.407,0.4583333333333333,0.26666666666666666,0.8
39709,H1_30,1165,True,M,6.526,8.65,8,6.635,0.34782608695652173,0.1,0.7666666666666667
39711,H1_30,1165,False,G,0.0,0.0,0,7.26,0.0,,0.03333333333333333
39712,H1_30,1165,False,M,6.733,7.32,7,6.559,0.17647058823529413,0.2222222222222222,0.5666666666666667
39713,H1_30,1165,False,D,6.827,8.68,5,6.766,0.23076923076923078,0.5,0.43333333333333335
39715,H1_30,1165,False,D,6.715,7.14,5,6.94,0.3125,0.6666666666666666,0.5333333333333333
39716,H1_30,1165,False,D,7.24,10.41,6,7.051,0.125,0.14285714285714285,0.26666666666666666
39717,H1_30,1165,False,A,6.436,7.18,7,6.579,0.29411764705882354,0.5,0.5666666666666667
39718,H1_30,1165,False,M,6.445,7.5,10,6.356,0.10526315789473684,0.16666666666666666,0.6333333333333333
39719,H1_30,1165,False,A,6.363,6.96,7,6.646,0.52,0.8571428571428571,0.8333333333333334
39720,H1_30,1165,False,A,6.761,7.6,7,6.903,0.4,0.625,0.6666666666666666
39723,H1_30,1165,False,M,7.102,8.81,7,6.835,0.3684210526315789,0.5454545454545454,0.6333333333333333
39724,H1_30,1165,False,M,6.52,7.5,9,6.372,0.26666666666666666,0.3,0.5
39695,H1_45,1165,True,G,7.95,7.95,0,8.035,0.0,0.0,0.044444444444444446
39696,H1_45,1165,True,D,6.56,6.9,2,6.772,0.21739130434782608,0.5,0.5111111111111111
39697,H1_45,1165,True,D,0.0,0.0,0,6.685,0.3157894736842105,,0.4222222222222222
39698,H1_45,1165,True,D,6.4,6.4,1,6.412,0.25,0.0,0.26666666666666666
39699,H1_45,1165,True,D,6.983,8.59,4,6.754,0.2857142857142857,0.2857142857142857,0.4666666666666667
39700,H1_45,1165,True,M,6.235,6.51,2,6.437,0.375,0.0,0.5333333333333333
39702,H1_45,1165,True,A,5.62,5.62,1,6.712,0.38461538461538464,0.0,0.28888888888888886
39703,H1_45,1165,True,A,6.5,7.21,6,6.461,0.4117647058823529,0.42857142857142855,0.37777777777777777
39706,H1_45,1165,True,M,6.756,7.39,6,6.906,0.4230769230769231,0.42857142857142855,0.5777777777777777
39707,H1_45,1165,True,M,6.032,6.42,6,6.332,0.36666666666666664,0.0,0.6666666666666666
39709,H1_45,1165,True,M,6.803,7.46,5,6.67,0.3448275862068966,0.3333333333333333,0.6444444444444445
39711,H1_45,1165,False,G,0.0,0.0,0,7.26,0.0,,0.022222222222222223
39712,H1_45,1165,False,M,6.052,6.55,6,6.427,0.13043478260869565,0.0,0.5111111111111111
39713,H1_45,1165,False,D,6.5,7.32,1,6.731,0.26666666666666666,0.5,0.3333333333333333
39715,H1_45,1165,False,D,7.335,9.77,3,7.019,0.25,0.0,0.4444444444444444
39716,H1_45,1165,False,D,6.145,6.34,4,6.749,0.08333333333333333,0.0,0.26666666666666666
39717,H1_45,1165,False,A,6.367,6.71,3,6.548,0.35,0.6666666666666666,0.4444444444444444
39718,H1_45,1165,False,M,5.946,6.27,5,6.27,0.125,0.2,0.5333333333333333
39719,H1_45,1165,False,A,7.78,9.07,2,6.802,0.5172413793103449,0.5,0.6444444444444445
39720,H1_45,1165,False,A,6.388,7.21,11,6.71,0.4375,0.5,0.7111111111111111
39723,H1_45,1165,False,M,5.78,5.78,1,6.782,0.4,1.0,0.4444444444444444
39724,H1_45,1165,False,M,6.058,6.8,6,6.282,0.3333333333333333,0.5,0.4666666666666667
39695,H2_15,1165,True,G,0.0,0.0,0,8.035,0.0,,0.03333333333333333
39696,H2_15,1165,True,D,6.812,10.32,6,6.783,0.1935483870967742,0.125,0.5166666666666667
39697,H2_15,1165,True,D,7.151,8.35,7,6.846,0.3103448275862069,0.3333333333333333,0.48333333333333334
39698,H2_15,1165,True,D,6.856,8.34,5,6.575,0.15789473684210525,0.0,0.31666666666666665
39699,H2_15,1165,True,D,6.228,6.63,4,6.67,0.28,0.25,0.4166666666666667
39700,H2_15,1165,True,M,6.353,7.04,3,6.427,0.3333333333333333,0.0,0.45
39702,H2_15,1165,True,A,6.658,7.65,9,6.686,0.36,0.2222222222222222,0.4166666666666667
39703,H2_15,1165,True,A,6.9,7.39,4,6.56,0.4090909090909091,0.25,0.36666666666666664
39706,H2_15,1165,True,M,6.773,7.92,11,6.857,0.4146341463414634,0.38461538461538464,0.6833333333333333
39707,H2_15,1165,True,M,6.909,7.89,12,6.533,0.2826086956521739,0.07692307692307693,0.7666666666666667
39709,H2_15,1165,True,M,6.636,7.96,11,6.659,0.3023255813953488,0.23076923076923078,0.7166666666666667
39711,H2_15,1165,False,G,0.0,0.0,0,7.26,0.0,,0.016666666666666666
39712,H2_15,1165,False,M,6.62,8.31,11,6.493,0.2,0.4,0.5833333333333334
39713,H2_15,1165,False,D,6.679,8.3,9,6.708,0.25925925925925924,0.2727272727272727,0.45
39715,H2_15,1165,False,D,6.868,7.64,4,6.984,0.19230769230769232,0.0,0.43333333333333335
39716,H2_15,1165,False,D,6.606,7.93,4,6.707,0.058823529411764705,0.0,0.2833333333333333
39717,H2_15,1165,False,A,6.588,7.68,11,6.564,0.42424242424242425,0.5384615384615384,0.55
39718,H2_15,1165,False,M,6.658,8.08,10,6.392,0.08571428571428572,0.0,0.5833333333333334
39719,H2_15,1165,False,A,6.854,7.32,7,6.814,0.5675675675675675,0.75,0.6166666666666667
39720,H2_15,1165,False,A,6.533,7.48,8,6.671,0.4146341463414634,0.3333333333333333,0.6833333333333333
39723,H2_15,1165,False,M,6.527,8.19,7,6.697,0.36666666666666664,0.3333333333333333,0.5
39724,H2_15,1165,False,M,6.553,7.83,8,6.364,0.26666666666666666,0.14285714285714285,0.5
39695,H2_30,1165,True,G,0.0,0.0,0,8.035,0.0,,0.02666666666666667
39697,H2_30,1165,True,D,6.713,8.1,6,6.82,0.3055555555555556,0.2857142857142857,0.48
39698,H2_30,1165,True,D,6.77,7.75,1,6.594,0.14285714285714285,0.0,0.28
39699,H2_30,1165,True,D,9.92,9.92,0,6.795,0.2692307692307692,0.0,0.3466666666666667
39700,H2_30,1165,True,M,5.99,6.33,7,6.337,0.29411764705882354,0.14285714285714285,0.4533333333333333
39701,H2_30,1165,True,M,6.748,8.22,6,6.748,0.5,0.5,0.6666666666666666
39703,H2_30,1165,True,A,6.69,7.75,8,6.598,0.41935483870967744,0.4444444444444444,0.41333333333333333
39704,H2_30,1165,True,M,7.313,8.11,2,7.313,0.0,0.0,1.5
39705,H2_30,1165,True,D,0.0,0.0,0,0.0,,,0.0
39707,H2_30,1165,True,M,6.55,7.35,11,6.536,0.2413793103448276,0.08333333333333333,0.7733333333333333
39708,H2_30,1165,True,M,7.05,8.29,12,7.05,0.35294117647058826,0.35294117647058826,1.4166666666666667
39711,H2_30,1165,False,G,0.0,0.0,0,7.26,0.0,,0.013333333333333334
39712,H2_30,1165,False,M,6.947,8.8,5,6.569,0.19047619047619047,0.14285714285714285,0.56
39713,H2_30,1165,False,D,6.867,8.7,5,6.741,0.23529411764705882,0.14285714285714285,0.4533333333333333
39715,H2_30,1165,False,D,6.718,7.85,4,6.941,0.16129032258064516,0.0,0.41333333333333333
39716,H2_30,1165,False,D,6.719,7.16,6,6.71,0.16666666666666666,0.42857142857142855,0.32
39718,H2_30,1165,False,M,6.818,7.97,10,6.508,0.08333333333333333,0.07692307692307693,0.64
39719,H2_30,1165,False,A,7.003,9.5,5,6.84,0.5581395348837209,0.5,0.5733333333333334
39720,H2_30,1165,False,A,6.275,6.91,10,6.594,0.39215686274509803,0.3,0.68
39721,H2_30,1165,False,A,6.883,8.85,5,6.883,0.6666666666666666,0.6666666666666666,0.75
39723,H2_30,1165,False,M,6.977,7.89,11,6.795,0.2826086956521739,0.125,0.6133333333333333
39724,H2_30,1165,False,M,6.526,7.54,10,6.407,0.2926829268292683,0.36363636363636365,0.5466666666666666
39742,H1_15,1166,True,M,6.947,8.72,7,6.947,0.2222222222222222,0.2222222222222222,0.6
39743,H1_15,1166,True,D,6.102,6.4,4,6.102,0.25,0.25,0.26666666666666666
39744,H1_15,1166,True,M,6.938,8.1,4,6.938,0.2,0.2,0.3333333333333333
39745,H1_15,1166,True,A,7.015,7.49,3,7.015,0.5,0.5,0.26666666666666666
39746,H1_15,1166,True,A,6.62,7.47,12,6.62,0.46153846153846156,0.46153846153846156,0.8666666666666667
39749,H1_15,1166,True,A,6.609,7.73,12,6.609,0.21428571428571427,0.21428571428571427,0.9333333333333333
39750,H1_15,1166,True,M,6.652,7.96,11,6.652,0.23076923076923078,0.23076923076923078,0.8666666666666667
39751,H1_15,1166,True,G,0.0,0.0,0,0.0,,,0.0
39752,H1_15,1166,True,D,6.68,7.52,6,6.68,0.2857142857142857,0.2857142857142857,0.4666666666666667
39753,H1_15,1166,True,D,6.56,7.78,7,6.56,0.1111111111111111,0.1111111111111111,0.6
39756,H1_15,1166,True,M,6.754,8.72,8,6.754,0.2727272727272727,0.2727272727272727,0.7333333333333333
39757,H1_15,1166,False,G,0.0,0.0,0,0.0,,,0.0
39758,H1_15,1166,False,D,6.5,8.27,14,6.5,0.125,0.125,1.0666666666666667
39759,H1_15,1166,False,D,6.355,7.13,4,6.355,0.0,0.0,0.26666666666666666
39760,H1_15,1166,False,D,5.895,6.1,2,5.895,0.0,0.0,0.13333333333333333
39762,H1_15,1166,False,M,6.676,7.79,8,6.676,0.3333333333333333,0.3333333333333333,0.6
39763,H1_15,1166,False,A,6.669,7.47,14,6.669,0.8235294117647058,0.8235294117647058,1.1333333333333333
39764,H1_15,1166,False,M,7.377,8.96,4,7.377,0.6666666666666666,0.6666666666666666,0.4
39765,H1_15,1166,False,M,6.75,8.5,11,6.75,0.3333333333333333,0.3333333333333333,1.0
39766,H1_15,1166,False,D,6.294,8.11,4,6.294,0.0,0.0,0.3333333333333333
39769,H1_15,1166,False,M,6.864,7.81,10,6.864,0.5,0.5,0.9333333333333333
39770,H1_15,1166,False,M,6.524,7.79,15,6.524,0.2777777777777778,0.2777777777777778,1.2
39742,H1_30,1166,True,M,6.976,7.94,8,6.962,0.3157894736842105,0.4,0.6333333333333333
39743,H1_30,1166,True,D,7.35,8.93,1,6.518,0.16666666666666666,0.0,0.2
39744,H1_30,1166,True,M,6.502,7.21,4,6.72,0.2,0.2,0.3333333333333333
39745,H1_30,1166,True,A,6.81,8.48,4,6.901,0.3333333333333333,0.2,0.3
39746,H1_30,1166,True,A,7.176,10.35,6,6.847,0.36363636363636365,0.2222222222222222,0.7333333333333333
39749,H1_30,1166,True,A,7.052,9.3,6,6.782,0.21739130434782608,0.2222222222222222,0.7666666666666667
39750,H1_30,1166,True,M,6.748,7.53,8,6.696,0.20833333333333334,0.18181818181818182,0.8
39751,H1_30,1166,True,G,0.0,0.0,0,0.0,,,0.0
39752,H1_30,1166,True,D,6.72,7.39,5,6.698,0.15384615384615385,0.0,0.43333333333333335
39753,H1_30,1166,True,D,6.075,6.95,4,6.411,0.15384615384615385,0.25,0.43333333333333335
39756,H1_30,1166,True,M,6.525,7.51,10,6.639,0.3181818181818182,0.36363636363636365,0.7333333333333333
39757,H1_30,1166,False,G,0.0,0.0,0,0.0,,,0.0
39758,H1_30,1166,False,D,6.764,7.9,8,6.607,0.2962962962962963,0.5454545454545454,0.9
39759,H1_30,1166,False,D,6.365,7.79,3,6.36,0.0,0.0,0.26666666666666666
39760,H1_30,1166,False,D,5.913,6.33,3,5.906,0.2,0.3333333333333333,0.16666666666666666
39762,H1_30,1166,False,M,5.91,6.01,6,6.369,0.2,0.0,0.5
39763,H1_30,1166,False,A,6.947,8.57,8,6.789,0.5666666666666667,0.23076923076923078,1.0
39764,H1_30,1166,False,M,6.423,7.25,8,6.805,0.6,0.5555555555555556,0.5
39765,H1_30,1166,False,M,6.553,7.6,8,6.671,0.24,0.1,0.8333333333333334
39766,H1_30,1166,False,D,7.021,9.77,7,6.794,0.0625,0.09090909090909091,0.5333333333333333
39769,H1_30,1166,False,M,6.914,8.93,5,6.881,0.42857142857142855,0.2857142857142857,0.7
39770,H1_30,1166,False,M,6.169,7.13,11,6.39,0.27586206896551724,0.2727272727272727,0.9666666666666667
39742,H1_45,1166,True,M,6.375,6.82,6,6.821,0.28,0.16666666666666666,0.5555555555555556
39743,H1_45,1166,True,D,6.974,7.52,4,6.725,0.2727272727272727,0.4,0.24444444444444444
39744,H1_45,1166,True,M,6.6,8.0,7,6.663,0.21052631578947367,0.2222222222222222,0.4222222222222222
39745,H1_45,1166,True,A,6.491,7.71,14,6.639,0.36,0.375,0.5555555555555556
39746,H1_45,1166,True,A,6.713,8.66,9,6.802,0.36363636363636365,0.36363636363636365,0.7333333333333333
39749,H1_45,1166,True,A,7.126,9.79,12,6.923,0.28205128205128205,0.375,0.8666666666666667
39750,H1_45,1166,True,M,6.845,8.3,11,6.754,0.1794871794871795,0.13333333333333333,0.8666666666666667
39751,H1_45,1166,True,G,6.88,6.88,1,6.88,0.0,0.0,0.022222222222222223
39752,H1_45,1166,True,D,6.984,8.38,5,6.798,0.15,0.14285714285714285,0.4444444444444444
39753,H1_45,1166,True,D,7.141,9.04,5,6.666,0.15,0.14285714285714285,0.4444444444444444
39756,H1_45,1166,True,M,6.553,7.66,8,6.614,0.3225806451612903,0.3333333333333333,0.6888888888888889
39757,H1_45,1166,False,G,0.0,0.0,0,0.0,,,0.0
39758,H1_45,1166,False,D,7.021,8.4,16,6.788,0.3541666666666667,0.42857142857142855,1.0666666666666667
39759,H1_45,1166,False,D,6.753,7.54,10,6.596,0.0,0.0,0.4444444444444444
39760,H1_45,1166,False,D,6.79,8.02,4,6.388,0.18181818181818182,0.16666666666666666,0.24444444444444444
39762,H1_45,1166,False,M,6.213,7.64,12,6.294,0.27586206896551724,0.35714285714285715,0.6444444444444445
39763,H1_45,1166,False,A,6.425,7.16,11,6.685,0.5714285714285714,0.5833333333333334,0.9333333333333333
39764,H1_45,1166,False,M,7.187,8.74,6,6.948,0.625,0.6666666666666666,0.5333333333333333
39765,H1_45,1166,False,M,7.16,8.83,6,6.801,0.3235294117647059,0.5555555555555556,0.7555555555555555
39766,H1_45,1166,False,D,6.867,9.1,9,6.825,0.25,0.5,0.6222222222222222
39769,H1_45,1166,False,M,6.767,7.34,5,6.856,0.4074074074074074,0.3333333333333333,0.6
39770,H1_45,1166,False,M,6.358,6.92,8,6.383,0.2702702702702703,0.25,0.8222222222222222
39742,H2_15,1166,True,M,7.066,8.25,13,6.923,0.27906976744186046,0.2857142857142857,0.7166666666666667
39743,H2_15,1166,True,D,6.507,8.0,7,6.627,0.15,0.0,0.3333333333333333
39744,H2_15,1166,True,M,6.509,7.77,12,6.595,0.29411764705882354,0.42857142857142855,0.5666666666666667
39745,H2_15,1166,True,A,6.833,7.53,12,6.714,0.4878048780487805,0.6153846153846154,0.6833333333333333
39746,H2_15,1166,True,A,7.32,8.59,11,6.985,0.37254901960784315,0.26666666666666666,0.85
39749,H2_15,1166,True,A,6.825,8.89,15,6.891,0.3793103448275862,0.5625,0.9666666666666667
39750,H2_15,1166,True,M,6.658,7.16,8,6.736,0.16666666666666666,0.125,0.8
39751,H2_15,1166,True,G,0.0,0.0,0,6.88,0.0,,0.016666666666666666
39752,H2_15,1166,True,D,6.193,6.66,3,6.72,0.13043478260869565,0.0,0.38333333333333336
39753,H2_15,1166,True,D,6.695,7.98,10,6.677,0.125,0.0,0.5333333333333333
39756,H2_15,1166,True,M,6.414,7.82,12,6.555,0.3409090909090909,0.45454545454545453,0.7333333333333333
39757,H2_15,1166,False,G,0.0,0.0,0,0.0,,,0.0
39758,H2_15,1166,False,D,6.564,8.36,17,6.72,0.34782608695652173,0.35,1.15
39759,H2_15,1166,False,D,6.907,8.5,9,6.713,0.03125,0.08333333333333333,0.5333333333333333
39760,H2_15,1166,False,D,6.524,7.49,9,6.453,0.14285714285714285,0.0,0.35
39762,H2_15,1166,False,M,6.767,7.18,6,6.386,0.2222222222222222,0.0,0.6
39763,H2_15,1166,False,A,6.497,7.85,11,6.641,0.6,0.7,0.9166666666666666
39764,H2_15,1166,False,M,6.976,8.44,9,6.958,0.5675675675675675,0.45454545454545453,0.6166666666666667
39765,H2_15,1166,False,M,6.741,8.99,13,6.781,0.3,0.26666666666666666,0.8333333333333334
39766,H2_15,1166,False,D,6.851,8.23,15,6.836,0.25,0.16666666666666666,0.8
39769,H2_15,1166,False,M,6.851,8.55,7,6.854,0.3888888888888889,0.42857142857142855,0.6
39770,H2_15,1166,False,M,6.879,8.78,10,6.519,0.27450980392156865,0.2857142857142857,0.85
39742,H2_30,1166,True,M,6.722,7.65,4,6.902,0.25,0.0,0.64
39743,H2_30,1166,True,D,7.179,7.91,4,6.77,0.1111111111111111,0.0,0.36
39744,H2_30,1166,True,M,6.874,7.88,6,6.648,0.2857142857142857,0.25,0.56
39746,H2_30,1166,True,A,6.579,8.48,7,6.924,0.38333333333333336,0.4444444444444444,0.8
39747,H2_30,1166,True,M,6.228,7.02,6,6.228,0.5,0.5,0.5
39749,H2_30,1166,True,A,6.876,8.26,8,6.889,0.36231884057971014,0.2727272727272727,0.92
39750,H2_30,1166,True,M,6.495,6.91,8,6.701,0.16071428571428573,0.125,0.7466666666666667
39751,H2_30,1166,True,G,0.0,0.0,0,6.88,0.0,,0.013333333333333334
39752,H2_30,1166,True,D,6.989,10.7,8,6.795,0.125,0.1111111111111111,0.4266666666666667
39753,H2_30,1166,True,D,6.278,7.03,6,6.614,0.13157894736842105,0.16666666666666666,0.5066666666666667
39756,H2_30,1166,True,M,7.141,9.05,9,6.689,0.3157894736842105,0.23076923076923078,0.76
39757,H2_30,1166,False,G,0.0,0.0,0,0.0,,,0.0
39758,H2_30,1166,False,D,6.847,9.54,11,6.742,0.3132530120481928,0.14285714285714285,1.1066666666666667
39759,H2_30,1166,False,D,7.12,7.7,3,6.758,0.027777777777777776,0.0,0.48
39760,H2_30,1166,False,D,6.5,6.56,2,6.457,0.13043478260869565,0.0,0.30666666666666664
39762,H2_30,1166,False,M,6.295,6.95,8,6.369,0.20454545454545456,0.125,0.5866666666666667
39765,H2_30,1166,False,M,6.862,9.6,8,6.794,0.3220338983050847,0.4444444444444444,0.7866666666666666
39766,H2_30,1166,False,D,6.925,8.57,7,6.851,0.2413793103448276,0.2,0.7733333333333333
39768,H2_30,1166,False,A,6.92,7.41,3,6.92,0.6,0.6,0.7142857142857143
39769,H2_30,1166,False,M,6.528,7.31,7,6.795,0.38636363636363635,0.375,0.5866666666666667
39770,H2_30,1166,False,M,6.083,6.86,6,6.473,0.2807017543859649,0.3333333333333333,0.76
39771,H2_30,1166,False,M,6.582,7.89,3,6.582,1.0,1.0,0.5714285714285714
65529,H1_15,1167,True,G,0.0,0.0,0,0.0,,,0.0
65530,H1_15,1167,True,D,6.053,6.63,7,6.053,0.2857142857142857,0.2857142857142857,0.4666666666666667
65531,H1_15,1167,True,D,6.717,7.42,2,6.717,0.0,0.0,0.2
65532,H1_15,1167,True,D,5.997,6.14,3,5.997,0.3333333333333333,0.3333333333333333,0.2
65533,H1_15,1167,True,M,6.247,7.5,9,6.247,0.2727272727272727,0.2727272727272727,0.7333333333333333
65534,H1_15,1167,True,M,6.546,7.93,5,6.546,0.14285714285714285,0.14285714285714285,0.4666666666666667
65535,H1_15,1167,True,A,6.957,7.68,3,6.957,0.75,0.75,0.26666666666666666
65536,H1_15,1167,True,M,6.266,8.99,15,6.266,0.25,0.25,1.0666666666666667
65537,H1_15,1167,True,D,6.451,7.25,6,6.451,0.42857142857142855,0.42857142857142855,0.4666666666666667
65539,H1_15,1167,True,A,6.368,6.49,5,6.368,0.4,0.4,0.3333333333333333
65543,H1_15,1167,True,A,7.022,8.01,7,7.022,0.3,0.3,0.6666666666666666
65545,H1_15,1167,False,G,0.0,0.0,0,0.0,,,0.0
65546,H1_15,1167,False,D,8.56,8.56,0,8.56,0.0,0.0,0.06666666666666667
65547,H1_15,1167,False,D,6.04,6.56,6,6.04,0.3333333333333333,0.3333333333333333,0.4
65549,H1_15,1167,False,M,6.726,7.61,5,6.726,0.2857142857142857,0.2857142857142857,0.4666666666666667
65551,H1_15,1167,False,M,6.306,6.69,5,6.306,0.6,0.6,0.3333333333333333
65552,H1_15,1167,False,A,6.059,6.59,9,6.059,0.0,0.0,0.6
65553,H1_15,1167,False,M,6.162,6.6,6,6.162,0.5,0.5,0.4
65555,H1_15,1167,False,D,6.83,8.95,8,6.83,0.3,0.3,0.6666666666666666
65556,H1_15,1167,False,D,5.923,6.59,3,5.923,0.3333333333333333,0.3333333333333333,0.2
65557,H1_15,1167,False,M,6.37,7.65,7,6.37,0.5,0.5,0.5333333333333333
65558,H1_15,1167,False,D,6.45,7.17,11,6.45,0.3333333333333333,0.3333333333333333,0.8
65529,H1_30,1167,True,G,6.0,6.0,1,6.0,0.0,0.0,0.03333333333333333
65530,H1_30,1167,True,D,6.979,9.33,7,6.598,0.29411764705882354,0.3,0.5666666666666667
65531,H1_30,1167,True,D,6.841,7.4,7,6.81,0.0,0.0,0.4
65532,H1_30,1167,True,D,7.17,8.04,4,6.818,0.1,0.0,0.3333333333333333
65533,H1_30,1167,True,M,7.253,8.01,4,6.638,0.16666666666666666,0.0,0.6
65534,H1_30,1167,True,M,6.517,7.22,8,6.529,0.0625,0.0,0.5333333333333333
65535,H1_30,1167,True,A,7.076,8.99,11,7.052,0.65,0.625,0.6666666666666666
65536,H1_30,1167,True,M,6.699,7.99,16,6.501,0.22857142857142856,0.21052631578947367,1.1666666666666667
65537,H1_30,1167,True,D,6.484,9.35,6,6.468,0.21428571428571427,0.0,0.4666666666666667
65539,H1_30,1167,True,A,7.054,8.89,7,6.839,0.375,0.36363636363636365,0.5333333333333333
65543,H1_30,1167,True,A,7.346,8.85,11,7.226,0.3333333333333333,0.35294117647058826,0.9
65545,H1_30,1167,False,G,7.51,8.08,1,7.51,0.0,0.0,0.06666666666666667
65546,H1_30,1167,False,D,7.007,8.72,5,7.201,0.125,0.14285714285714285,0.26666666666666666
65547,H1_30,1167,False,D,6.401,8.37,14,6.302,0.13636363636363635,0.0625,0.7333333333333333
65549,H1_30,1167,False,M,6.267,6.76,6,6.514,0.3076923076923077,0.3333333333333333,0.43333333333333335
65551,H1_30,1167,False,M,6.228,7.28,10,6.253,0.375,0.2727272727272727,0.5333333333333333
65552,H1_30,1167,False,A,7.054,8.43,5,6.494,0.375,0.8571428571428571,0.5333333333333333
65553,H1_30,1167,False,M,7.059,7.93,4,6.645,0.6153846153846154,0.7142857142857143,0.43333333333333335
65555,H1_30,1167,False,D,6.837,9.03,11,6.834,0.4,0.4666666666666667,0.8333333333333334
65556,H1_30,1167,False,D,6.884,8.84,8,6.678,0.14285714285714285,0.09090909090909091,0.4666666666666667
65557,H1_30,1167,False,M,6.892,8.85,9,6.684,0.65,0.75,0.6666666666666666
65558,H1_30,1167,False,D,6.882,9.25,14,6.709,0.3,0.2777777777777778,1.0
65529,H1_45,1167,True,G,0.0,0.0,0,6.0,0.0,,0.022222222222222223
65530,H1_45,1167,True,D,6.73,7.82,4,6.632,0.30434782608695654,0.3333333333333333,0.5111111111111111
65531,H1_45,1167,True,D,6.715,7.23,3,6.786,0.0,0.0,0.35555555555555557
65532,H1_45,1167,True,D,6.962,7.75,4,6.866,0.13333333333333333,0.2,0.3333333333333333
65533,H1_45,1167,True,M,6.218,7.05,8,6.509,0.15384615384615385,0.125,0.5777777777777777
65534,H1_45,1167,True,M,6.157,6.75,6,6.428,0.18181818181818182,0.5,0.4888888888888889
65535,H1_45,1167,True,A,6.868,7.61,7,6.991,0.6333333333333333,0.6,0.6666666666666666
65536,H1_45,1167,True,M,6.481,7.67,9,6.496,0.2222222222222222,0.2,1.0
65537,H1_45,1167,True,D,7.096,9.03,6,6.713,0.21739130434782608,0.2222222222222222,0.5111111111111111
65539,H1_45,1167,True,A,6.706,8.7,9,6.785,0.2962962962962963,0.18181818181818182,0.6
65543,H1_45,1167,True,A,6.532,8.75,11,7.013,0.3076923076923077,0.25,0.8666666666666667
65545,H1_45,1167,False,G,7.2,8.28,1,7.355,0.0,0.0,0.08888888888888889
65546,H1_45,1167,False,D,6.492,7.65,3,6.965,0.08333333333333333,0.0,0.26666666666666666
65547,H1_45,1167,False,D,6.275,7.1,10,6.293,0.15151515151515152,0.18181818181818182,0.7333333333333333
65549,H1_45,1167,False,M,6.797,7.54,9,6.65,0.2,0.08333333333333333,0.5555555555555556
65551,H1_45,1167,False,M,6.117,7.0,7,6.211,0.30434782608695654,0.14285714285714285,0.5111111111111111
65552,H1_45,1167,False,A,6.348,6.91,4,6.465,0.45,0.75,0.4444444444444444
65553,H1_45,1167,False,M,6.281,7.44,6,6.518,0.65,0.7142857142857143,0.4444444444444444
65555,H1_45,1167,False,D,7.1,8.94,11,6.938,0.3902439024390244,0.375,0.9111111111111111
65556,H1_45,1167,False,D,6.903,9.04,7,6.766,0.13043478260869565,0.1111111111111111,0.5111111111111111
65557,H1_45,1167,False,M,6.491,8.15,7,6.624,0.5862068965517241,0.4444444444444444,0.6444444444444445
65558,H1_45,1167,False,D,6.769,8.34,11,6.728,0.25,0.14285714285714285,0.9777777777777777
65529,H2_15,1167,True,G,0.0,0.0,0,6.0,0.0,,0.016666666666666666
65530,H2_15,1167,True,D,6.759,7.12,8,6.668,0.25,0.125,0.5333333333333333
65531,H2_15,1167,True,D,6.147,6.47,3,6.685,0.05263157894736842,0.3333333333333333,0.31666666666666665
65532,H2_15,1167,True,D,6.67,8.8,6,6.804,0.09090909090909091,0.0,0.36666666666666664
65533,H2_15,1167,True,M,6.952,8.19,6,6.613,0.11764705882352941,0.0,0.5666666666666667
65535,H2_15,1167,True,A,6.925,8.26,11,6.968,0.6304347826086957,0.6153846153846154,0.7666666666666667
65536,H2_15,1167,True,M,6.442,7.59,14,6.482,0.29508196721311475,0.5,1.0166666666666666
65537,H2_15,1167,True,D,6.46,7.06,12,6.622,0.16666666666666666,0.09090909090909091,0.6
65538,H2_15,1167,True,M,6.434,7.11,17,6.434,0.3684210526315789,0.3684210526315789,1.2666666666666666
65541,H2_15,1167,True,M,6.698,7.58,8,6.698,0.3,0.3,0.6666666666666666
65544,H2_15,1167,True,A,7.313,9.51,7,7.313,0.16666666666666666,0.16666666666666666,0.8
65545,H2_15,1167,False,G,0.0,0.0,0,7.355,0.0,,0.06666666666666667
65546,H2_15,1167,False,D,6.65,7.25,9,6.822,0.09090909090909091,0.14285714285714285,0.36666666666666664
65547,H2_15,1167,False,D,6.694,7.71,6,6.371,0.12195121951219512,0.0,0.6833333333333333
65548,H2_15,1167,False,D,6.8,7.64,1,6.8,0.0,0.0,0.4
65549,H2_15,1167,False,M,6.846,8.92,12,6.729,0.23809523809523808,0.26666666666666666,0.7
65550,H2_15,1167,False,M,6.941,8.86,11,6.941,0.3333333333333333,0.3333333333333333,1.0
65551,H2_15,1167,False,M,6.335,7.36,10,6.251,0.2647058823529412,0.14285714285714285,0.5666666666666667
65552,H2_15,1167,False,A,6.48,8.0,19,6.473,0.47619047619047616,0.5,0.7
65553,H2_15,1167,False,M,6.505,7.46,3,6.515,0.5833333333333334,0.3333333333333333,0.4
65554,H2_15,1167,False,D,6.926,8.09,14,6.926,0.4,0.4,1.3333333333333333
65557,H2_15,1167,False,M,6.606,7.53,11,6.618,0.627906976744186,0.7272727272727273,0.7166666666666667
