player_appearance_id,player_id,fixture_id,date,checkpoint,checkpoint_period,checkpoint_min,position,is_home,formation,minute_in,minute_out,subbed,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,minutes_active,active_windows,ratio_sprints,ratio_hsr,ratio_distance,ratio_mean_max_speed,ratio_peak_speed,ratio_shots,ratio_shots_on_target,ratio_shots_under_press,ratio_shots_top_third,formation_offensiveness
65600,3372,1161,6/11/2025,H2_75,half_2,75,D,FALSE,4/3/2003,1,90,FALSE,0,4,1811.51,6.23,6.52,0,0,0,0,6,35,13319.59,6.438,9.09,0,0,0,0,0,75,5,0,0.5714285714285714,0.6800171777059203,4.838459148803977,3.586358635863586,,,,,19
65601,3373,1161,6/11/2025,H2_75,half_2,75,M,FALSE,4/3/2003,1,80,TRUE,1,4,1865.98,6.714,7.17,0,0,0,0,12,36,15171.37,6.764,9.6,0,0,0,0,0,75,5,0.4166666666666667,0.5555555555555556,0.6149675342437763,4.963039621525724,3.734375,,,,,19
65602,3374,1161,6/11/2025,H2_75,half_2,75,D,FALSE,4/3/2003,1,90,FALSE,0,5,2022.27,6.32,6.89,0,0,0,0,4,37,13803.91,6.438,9.02,0,0,0,0,0,75,5,0,0.6756756756756757,0.7324989803613613,4.908356632494565,3.819290465631929,,,,,19
39559,3387,1162,6/11/2025,H1_15,half_1,15,D,TRUE,4/3/2003,1,90,FALSE,2,8,112.28,6.525,7.28,0,0,0,0,2,8,112.28,6.525,7.28,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39560,3388,1162,6/11/2025,H1_15,half_1,15,D,TRUE,4/3/2003,1,90,FALSE,2,4,57.81,7.012,7.91,0,0,0,0,2,4,57.81,7.012,7.91,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39561,3389,1162,6/11/2025,H1_15,half_1,15,D,TRUE,4/3/2003,1,90,FALSE,1,7,70.44,6.394,7.48,0,0,0,0,1,7,70.44,6.394,7.48,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39562,3390,1162,6/11/2025,H1_15,half_1,15,D,TRUE,4/3/2003,1,46,TRUE,0,8,91.36,6.274,6.96,0,0,0,0,0,8,91.36,6.274,6.96,0,0,0,0,0,15,1,,1,1,1,1,,,,,19
39563,3391,1162,6/11/2025,H1_15,half_1,15,M,TRUE,4/3/2003,1,90,FALSE,1,12,125.59,6.406,7.41,0,0,0,0,1,12,125.59,6.406,7.41,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39564,1331,1162,6/11/2025,H1_15,half_1,15,M,TRUE,4/3/2003,1,90,FALSE,3,9,134.8,6.778,8.96,0,0,0,0,3,9,134.8,6.778,8.96,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39565,3392,1162,6/11/2025,H1_15,half_1,15,M,TRUE,4/3/2003,1,90,FALSE,0,8,130,6.2,6.63,1,0,1,1,0,8,130,6.2,6.63,1,0,1,1,0,15,1,,1,1,1,1,1,,1,1,19
39566,3393,1162,6/11/2025,H1_15,half_1,15,A,TRUE,4/3/2003,1,80,TRUE,3,7,125.63,7.145,9.35,0,0,0,0,3,7,125.63,7.145,9.35,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39568,3395,1162,6/11/2025,H1_15,half_1,15,A,TRUE,4/3/2003,1,60,TRUE,5,9,153.5,6.936,8.33,0,0,0,0,5,9,153.5,6.936,8.33,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39571,3398,1162,6/11/2025,H1_15,half_1,15,A,TRUE,4/3/2003,1,60,TRUE,5,16,241.74,6.768,8.11,1,0,0,1,5,16,241.74,6.768,8.11,1,0,0,1,0,15,1,1,1,1,1,1,1,,,1,19
39573,3400,1162,6/11/2025,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,1,5,90.37,6.582,7.74,0,0,0,0,1,5,90.37,6.582,7.74,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39574,3401,1162,6/11/2025,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,3,6,101.73,6.907,7.97,1,0,1,1,3,6,101.73,6.907,7.97,1,0,1,1,0,15,1,1,1,1,1,1,1,,1,1,17
39575,3402,1162,6/11/2025,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,4,7,145.34,6.962,8.56,0,0,0,0,4,7,145.34,6.962,8.56,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39576,3403,1162,6/11/2025,H1_15,half_1,15,D,FALSE,4-2-3-1,1,90,FALSE,1,16,183.65,6.422,7.54,0,0,0,0,1,16,183.65,6.422,7.54,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39577,3404,1162,6/11/2025,H1_15,half_1,15,M,FALSE,4-2-3-1,1,77,TRUE,0,7,77.19,6.074,6.73,0,0,0,0,0,7,77.19,6.074,6.73,0,0,0,0,0,15,1,,1,1,1,1,,,,,17
39578,3008,1162,6/11/2025,H1_15,half_1,15,M,FALSE,4-2-3-1,1,90,FALSE,2,9,114.69,6.484,7.71,0,0,0,0,2,9,114.69,6.484,7.71,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39579,3015,1162,6/11/2025,H1_15,half_1,15,A,FALSE,4-2-3-1,1,62,TRUE,2,6,89.76,7.062,8.83,0,0,0,0,2,6,89.76,7.062,8.83,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39580,3405,1162,6/11/2025,H1_15,half_1,15,M,FALSE,4-2-3-1,1,90,FALSE,0,6,101.21,6.482,7.15,0,0,0,0,0,6,101.21,6.482,7.15,0,0,0,0,0,15,1,,1,1,1,1,,,,,17
39584,3409,1162,6/11/2025,H1_15,half_1,15,M,FALSE,4-2-3-1,1,88,TRUE,3,8,119.27,6.746,8.44,0,0,0,0,3,8,119.27,6.746,8.44,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39585,3410,1162,6/11/2025,H1_15,half_1,15,M,FALSE,4-2-3-1,1,90,FALSE,1,7,107.4,6.516,7.33,0,0,0,0,1,7,107.4,6.516,7.33,0,0,0,0,0,15,1,1,1,1,1,1,,,,,17
39559,3387,1162,6/11/2025,H1_30,half_1,30,D,TRUE,4/3/2003,1,90,FALSE,1,5,79.33,7.425,9,0,0,0,0,3,13,191.61,6.862,9,0,0,0,0,0,30,2,0.6666666666666666,0.7692307692307693,0.8280361150253117,2.164092101428155,2,,,,,19
39560,3388,1162,6/11/2025,H1_30,half_1,30,D,TRUE,4/3/2003,1,90,FALSE,0,3,31.97,6.14,6.25,0,0,0,0,2,7,89.77,6.721,7.91,0,0,0,0,0,30,2,0,0.8571428571428571,0.7122646763952323,1.8271090611516143,1.5802781289506953,,,,,19
39561,3389,1162,6/11/2025,H1_30,half_1,30,D,TRUE,4/3/2003,1,90,FALSE,0,1,5.12,5.6,5.6,0,0,0,0,1,8,75.57,6.306,7.48,0,0,0,0,0,30,2,0,0.25,0.135503507,1.7760862670472564,1.497326203208556,,,,,19
39562,3390,1162,6/11/2025,H1_30,half_1,30,D,TRUE,4/3/2003,1,46,TRUE,0,4,57.11,6.418,6.95,0,0,0,0,0,12,148.47,6.322,6.96,0,0,0,0,0,30,2,,0.6666666666666666,0.7693136660604836,2.030370136032901,1.9971264367816093,,,,,19
39563,3391,1162,6/11/2025,H1_30,half_1,30,M,TRUE,4/3/2003,1,90,FALSE,0,4,44.92,6.14,6.51,0,0,0,0,1,16,170.51,6.344,7.41,0,0,0,0,0,30,2,0,0.5,0.5268899184798546,1.9356872635561158,1.757085020242915,,,,,19
39564,1331,1162,6/11/2025,H1_30,half_1,30,M,TRUE,4/3/2003,1,90,FALSE,2,7,98.33,6.817,8.64,0,0,0,0,5,16,233.13,6.795,8.96,0,0,0,0,0,30,2,0.8,0.875,0.8435636769184575,2.006475349521707,1.9285714285714286,,,,,19
39565,3392,1162,6/11/2025,H1_30,half_1,30,M,TRUE,4/3/2003,1,90,FALSE,1,5,77.88,6.443,8.01,1,1,1,1,1,13,207.89,6.304,8.01,2,1,2,2,0,30,2,2,0.7692307692307693,0.7492423878012411,2.0440989847715736,2,1,2,1,1,19
39566,3393,1162,6/11/2025,H1_30,half_1,30,A,TRUE,4/3/2003,1,80,TRUE,3,6,152.52,7.233,9.22,1,1,1,1,6,13,278.15,7.187,9.35,1,1,1,1,0,30,2,1,0.9230769230769231,1.0966744562286537,2.01280089,1.9721925133689842,2,2,2,2,19
39568,3395,1162,6/11/2025,H1_30,half_1,30,A,TRUE,4/3/2003,1,60,TRUE,3,12,196.79,6.743,8.07,1,0,1,1,8,21,350.29,6.836,8.33,1,0,1,1,0,30,2,0.75,1.1428571428571428,1.1235833166804647,1.9727911059098888,1.937575030012005,2,,2,2,19
39571,3398,1162,6/11/2025,H1_30,half_1,30,A,TRUE,4/3/2003,1,60,TRUE,4,9,196.73,7.085,9.43,2,0,1,2,9,25,438.47,6.889,9.43,3,0,1,3,0,30,2,0.8888888888888888,0.72,0.8973475950464113,2.056902308,2,1.3333333333333333,,2,1.3333333333333333,19
39573,3400,1162,6/11/2025,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,2,6,115.07,6.761,7.64,0,0,0,0,3,11,205.44,6.684,7.74,0,0,0,0,0,30,2,1.3333333333333333,1.0909090909090908,1.1202297507788161,2.0230400957510475,1.9741602067183461,,,,,17
39574,3401,1162,6/11/2025,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,3,5,141.48,7.345,8.78,0,0,0,0,6,11,243.22,7.113,8.78,1,0,1,1,0,30,2,1,0.9090909090909091,1.1633911684894334,2.065232672571348,2,0,,0,0,17
39575,3402,1162,6/11/2025,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,3,5,147.2,7.05,8.15,0,0,0,0,7,12,292.54,6.999,8.56,0,0,0,0,0,30,2,0.8571428571428571,0.8333333333333334,1.006358104874547,2.014573511,1.9042056074766356,,,,,17
39576,3403,1162,6/11/2025,H1_30,half_1,30,D,FALSE,4-2-3-1,1,90,FALSE,5,11,231.69,7.021,7.95,0,0,0,0,6,27,415.34,6.712,7.95,0,0,0,0,0,30,2,1.6666666666666667,0.8148148148148148,1.115664275051765,2.0920738974970203,2,,,,,17
39577,3404,1162,6/11/2025,H1_30,half_1,30,M,FALSE,4-2-3-1,1,77,TRUE,1,9,74.78,6.218,7.39,0,0,0,0,1,16,151.96,6.159,7.39,0,0,0,0,0,30,2,2,1.125,0.98420637,2.0191589543757105,2,,,,,17
39578,3008,1162,6/11/2025,H1_30,half_1,30,M,FALSE,4-2-3-1,1,90,FALSE,1,7,79.72,6.601,8.27,0,0,0,0,3,16,194.41,6.533,8.27,0,0,0,0,0,30,2,0.6666666666666666,0.875,0.8201224216861273,2.0208173886422776,2,,,,,17
39579,3015,1162,6/11/2025,H1_30,half_1,30,A,FALSE,4-2-3-1,1,62,TRUE,1,2,48.97,6.8,7.68,0,0,0,0,3,8,138.74,6.991,8.83,0,0,0,0,0,30,2,0.6666666666666666,0.5,0.7059247513334294,1.9453583178372194,1.739524348810872,,,,,17
39580,3405,1162,6/11/2025,H1_30,half_1,30,M,FALSE,4-2-3-1,1,90,FALSE,2,5,134.51,7.104,9.95,0,0,0,0,2,11,235.72,6.817,9.95,0,0,0,0,0,30,2,2,0.9090909090909091,1.1412693025623621,2.0842012615520025,2,,,,,17
39584,3409,1162,6/11/2025,H1_30,half_1,30,M,FALSE,4-2-3-1,1,88,TRUE,2,7,108.19,6.888,7.32,0,0,0,0,5,15,227.46,6.81,8.44,0,0,0,0,0,30,2,0.8,0.9333333333333333,0.9512881385738151,2.0229074889867844,1.7345971563981044,,,,,17
39585,3410,1162,6/11/2025,H1_30,half_1,30,M,FALSE,4-2-3-1,1,90,FALSE,0,3,53.51,6.623,7.1,0,0,0,0,1,10,160.92,6.545,7.33,0,0,0,0,0,30,2,0,0.6,0.6650509569972658,2.023834988540871,1.937244201909959,,,,,17
39559,3387,1162,6/11/2025,H1_45,half_1,45,D,TRUE,4/3/2003,1,90,FALSE,0,6,101.32,6.447,7.08,0,0,0,0,3,19,292.93,6.749,9,0,0,0,0,0,45,3,0,0.9473684210526316,1.0376540470419553,2.8657578900577865,2.36,,,,,19
39560,3388,1162,6/11/2025,H1_45,half_1,45,D,TRUE,4/3/2003,1,90,FALSE,0,3,40.53,6.4,6.78,0,0,0,0,2,10,130.3,6.641,7.91,0,0,0,0,0,45,3,0,0.8999999999999999,0.9331542594013814,2.8911308537870806,2.5714285714285716,,,,,19
39561,3389,1162,6/11/2025,H1_45,half_1,45,D,TRUE,4/3/2003,1,90,FALSE,0,5,50.65,6.088,6.41,0,0,0,0,1,13,126.22,6.228,7.48,0,0,0,0,0,45,3,0,1.153846153846154,1.2038504199017588,2.932562620423892,2.570855614973262,,,,,19
39562,3390,1162,6/11/2025,H1_45,half_1,45,D,TRUE,4/3/2003,1,46,TRUE,2,7,102.97,6.731,7.45,0,0,0,0,2,19,251.44,6.497,7.45,0,0,0,0,0,45,3,3,1.105263157894737,1.2285634743875278,3.108049869170386,3,,,,,19
39563,3391,1162,6/11/2025,H1_45,half_1,45,M,TRUE,4/3/2003,1,90,FALSE,2,7,104.28,6.766,7.94,1,0,0,0,3,23,274.79,6.49,7.94,1,0,0,0,0,45,3,2,0.9130434782608695,1.1384693766148695,3.1275808936825884,3,3,,,,19
39564,1331,1162,6/11/2025,H1_45,half_1,45,M,TRUE,4/3/2003,1,90,FALSE,2,8,159.86,6.913,7.77,0,0,0,0,7,24,392.99,6.833,8.96,0,0,0,0,0,45,3,0.8571428571428571,1,1.2203363953281254,3.0351236645690034,2.6015624999999996,,,,,19
39565,3392,1162,6/11/2025,H1_45,half_1,45,M,TRUE,4/3/2003,1,90,FALSE,4,7,138.75,7.015,8.25,0,0,0,0,5,20,346.63,6.617,8.25,2,1,2,2,0,45,3,2.4,1.05,1.2008481666330093,3.180444310110322,3,0,0,0,0,19
39566,3393,1162,6/11/2025,H1_45,half_1,45,A,TRUE,4/3/2003,1,80,TRUE,2,5,99.99,6.831,8.64,0,0,0,0,8,18,378.14,7.091,9.35,1,1,1,1,0,45,3,0.75,0.8333333333333334,0.7932776220447453,2.8900014102383307,2.772192513368984,0,0,0,0,19
39568,3395,1162,6/11/2025,H1_45,half_1,45,A,TRUE,4/3/2003,1,60,TRUE,4,10,221.18,7.134,9.13,0,0,0,0,12,31,571.47,6.933,9.13,1,0,1,1,0,45,3,1,0.9677419354838709,1.1611108194655888,3.0869753353526614,3,0,,0,0,19
39571,3398,1162,6/11/2025,H1_45,half_1,45,A,TRUE,4/3/2003,1,60,TRUE,4,8,171.68,7.085,8.49,1,0,1,1,13,33,610.15,6.94,9.43,4,0,2,4,0,45,3,0.9230769230769231,0.7272727272727273,0.8441202982873065,3.062680115273775,2.7009544008483566,0.75,,1.5,0.75,19
39573,3400,1162,6/11/2025,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,3,10,153.89,6.892,7.5,0,0,0,0,6,21,359.33,6.784,7.74,0,0,0,0,0,45,3,1.5,1.4285714285714286,1.2848078368073916,3.047759433962264,2.9069767441860463,,,,,17
39574,3401,1162,6/11/2025,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,2,7,149.04,6.808,8.42,1,0,1,1,8,18,392.26,7.007,8.78,2,0,2,2,0,45,3,0.75,1.1666666666666667,1.1398562178147147,2.9147994862280577,2.8769931662870163,1.5,,1.5,1.5,17
39575,3402,1162,6/11/2025,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,1,9,124.11,6.545,9.19,0,0,0,0,8,21,416.65,6.842,9.19,0,0,0,0,0,45,3,0.375,1.2857142857142858,0.8936277451098045,2.8697749196141484,3,,,,,17
39576,3403,1162,6/11/2025,H1_45,half_1,45,D,FALSE,4-2-3-1,1,90,FALSE,0,8,107.24,6.088,6.87,0,0,0,0,6,35,522.57,6.59,7.95,0,0,0,0,0,45,3,0,0.6857142857142857,0.6156495780469601,2.7714719271623673,2.5924528301886793,,,,,17
39577,3404,1162,6/11/2025,H1_45,half_1,45,M,FALSE,4-2-3-1,1,77,TRUE,2,8,100.22,6.623,7.53,0,0,0,0,3,24,252.19,6.331,7.53,0,0,0,0,0,45,3,2,1,1.1921963598873866,3.138366766703522,3,,,,,17
39578,3008,1162,6/11/2025,H1_45,half_1,45,M,FALSE,4-2-3-1,1,90,FALSE,1,6,103.46,6.453,8.79,0,0,0,0,4,22,297.87,6.512,8.79,0,0,0,0,0,45,3,0.75,0.8181818181818182,1.041998187128613,2.9728194103194108,3,,,,,17
39579,3015,1162,6/11/2025,H1_45,half_1,45,A,FALSE,4-2-3-1,1,62,TRUE,2,3,92.86,7.354,10.22,0,0,0,0,5,11,231.6,7.104,10.22,0,0,0,0,0,45,3,1.2,0.8181818181818182,1.2028497409326424,3.1055743243243246,3,,,,,17
39580,3405,1162,6/11/2025,H1_45,half_1,45,M,FALSE,4-2-3-1,1,90,FALSE,3,7,177.57,7.218,9.68,0,0,0,0,5,18,413.29,6.991,9.95,0,0,0,0,0,45,3,1.7999999999999998,1.1666666666666667,1.288949647946962,3.097410956944643,2.918592964824121,,,,,17
39584,3409,1162,6/11/2025,H1_45,half_1,45,M,FALSE,4-2-3-1,1,88,TRUE,1,6,87.34,6.461,7.76,0,0,0,0,6,21,314.79,6.72,8.44,0,0,0,0,0,45,3,0.5,0.8571428571428571,0.8323644334318117,2.8843750000000004,2.7582938388625595,,,,,17
39585,3410,1162,6/11/2025,H1_45,half_1,45,M,FALSE,4-2-3-1,1,90,FALSE,2,6,124.67,7.034,8.68,0,0,0,0,3,16,285.59,6.751,8.68,0,0,0,0,0,45,3,2,1.125,1.3096046780349453,3.125759146793068,3,,,,,17
39559,3387,1162,6/11/2025,H2_60,half_2,60,D,TRUE,4/3/2003,1,90,FALSE,0,9,103.76,6.284,6.83,0,0,0,0,3,28,396.69,6.614,9,0,0,0,0,0,60,4,0,1.2857142857142858,1.0462577831556128,3.8004233444209254,3.035555555555556,,,,,19
39560,3388,1162,6/11/2025,H2_60,half_2,60,D,TRUE,4/3/2003,1,90,FALSE,0,4,36.9,6.003,6.35,0,0,0,0,2,14,167.2,6.481,7.91,0,0,0,0,0,60,4,0,1.1428571428571428,0.8827751196172249,3.704983798796482,3.2111251580278126,,,,,19
39561,3389,1162,6/11/2025,H2_60,half_2,60,D,TRUE,4/3/2003,1,90,FALSE,1,6,60.74,6.393,7.39,0,0,0,0,2,19,186.96,6.283,7.48,0,0,0,0,0,60,4,2,1.263157894736842,1.2995293110825845,4.070030240331052,3.9518716577540105,,,,,19
39563,3391,1162,6/11/2025,H2_60,half_2,60,M,TRUE,4/3/2003,1,90,FALSE,1,7,133.86,6.781,7.85,1,0,1,1,4,30,408.65,6.558,7.94,2,0,1,1,0,60,4,1,0.9333333333333333,1.3102655083812556,4.136017078377554,3.9546599496221657,2,,4,4,19
39564,1331,1162,6/11/2025,H2_60,half_2,60,M,TRUE,4/3/2003,1,90,FALSE,4,11,156.83,6.861,8.4,0,0,0,0,11,35,549.82,6.842,8.96,0,0,0,0,0,60,4,1.4545454545454546,1.2571428571428571,1.140955221708923,4.011107863197895,3.75,,,,,19
39565,3392,1162,6/11/2025,H2_60,half_2,60,M,TRUE,4/3/2003,1,90,FALSE,0,9,118.26,6.274,7.08,0,0,0,0,5,29,464.9,6.526,8.25,2,1,2,2,0,60,4,0,1.2413793103448276,1.0175091417509143,3.845540913269997,3.4327272727272726,0,0,0,0,19
39566,3393,1162,6/11/2025,H2_60,half_2,60,A,TRUE,4/3/2003,1,80,TRUE,6,3,193.59,7.813,9.06,0,0,0,0,14,21,571.73,7.277,9.35,1,1,1,1,0,60,4,1.7142857142857142,0.5714285714285714,1.3544155457995908,4.294626906692318,3.875935828877006,0,0,0,0,19
39567,3394,1162,6/11/2025,H2_60,half_2,60,D,TRUE,4/3/2003,46,90,FALSE,1,3,81.8,6.965,9.23,0,0,0,0,1,3,81.8,6.965,9.23,0,0,0,0,0,15,1,1,1,1,1,1,,,,,19
39568,3395,1162,6/11/2025,H2_60,half_2,60,A,TRUE,4/3/2003,1,60,TRUE,2,11,201.98,6.538,8.72,1,0,1,0,14,42,773.45,6.841,9.13,2,0,2,1,0,60,4,0.5714285714285714,1.0476190476190477,1.044566552459758,3.822832919163865,3.8203723986856515,2,,2,0,19
39571,3398,1162,6/11/2025,H2_60,half_2,60,A,TRUE,4/3/2003,1,60,TRUE,3,17,342.5,6.781,8.35,0,0,0,0,16,50,952.65,6.892,9.43,4,0,2,4,0,60,4,0.75,1.36,1.4380937385188683,3.9355774811375506,3.5418875927889713,0,,0,0,19
39573,3400,1162,6/11/2025,H2_60,half_2,60,D,FALSE,4-2-3-1,1,90,FALSE,4,4,99.95,7.406,8.68,1,0,1,1,10,25,459.28,6.926,8.68,1,0,1,1,0,60,4,1.6,0.64,0.8704929454798817,4.277216286456829,4,4,,4,4,17
39574,3401,1162,6/11/2025,H2_60,half_2,60,D,FALSE,4-2-3-1,1,90,FALSE,4,12,208.92,6.843,8.27,0,0,0,0,12,30,601.18,6.945,8.78,2,0,2,2,0,60,4,1.3333333333333333,1.6,1.3900662031338369,3.941252699784017,3.7676537585421412,0,,0,0,17
39575,3402,1162,6/11/2025,H2_60,half_2,60,D,FALSE,4-2-3-1,1,90,FALSE,2,7,138.33,6.993,8.93,1,0,1,1,10,28,554.98,6.878,9.19,1,0,1,1,0,60,4,0.8,1,0.9970089012216657,4.066879906949695,3.8868335146898803,4,,4,4,17
39576,3403,1162,6/11/2025,H2_60,half_2,60,D,FALSE,4-2-3-1,1,90,FALSE,1,14,178.01,6.295,7.12,1,0,1,1,7,49,700.59,6.511,7.95,1,0,1,1,0,60,4,0.5714285714285714,1.1428571428571428,1.0163433677329108,3.8673014897865152,3.5823899371069183,4,,4,4,17
39577,3404,1162,6/11/2025,H2_60,half_2,60,M,FALSE,4-2-3-1,1,77,TRUE,1,9,134.09,6.658,7.23,0,0,0,0,4,33,386.27,6.419,7.53,0,0,0,0,0,60,4,1,1.0909090909090908,1.3885624045356875,4.148932855584983,3.8406374501992033,,,,,17
39578,3008,1162,6/11/2025,H2_60,half_2,60,M,FALSE,4-2-3-1,1,90,FALSE,1,12,164.96,6.23,7.12,0,0,0,0,5,34,462.83,6.418,8.79,0,0,0,0,0,60,4,0.8,1.411764705882353,1.4256638506579091,3.882829541913369,3.2400455062571107,,,,,17
39579,3015,1162,6/11/2025,H2_60,half_2,60,A,FALSE,4-2-3-1,1,62,TRUE,1,7,109.92,6.506,8.56,1,0,0,1,6,18,341.52,6.905,10.22,1,0,0,1,0,60,4,0.6666666666666666,1.5555555555555556,1.2874209416725229,3.7688631426502535,3.350293542074364,4,,,4,17
39580,3405,1162,6/11/2025,H2_60,half_2,60,M,FALSE,4-2-3-1,1,90,FALSE,2,8,112.94,6.445,7.61,1,0,1,1,7,26,526.23,6.826,9.95,1,0,1,1,0,60,4,1.1428571428571428,1.2307692307692308,0.8584839328810596,3.776736009375916,3.0592964824120608,4,,4,4,17
39584,3409,1162,6/11/2025,H2_60,half_2,60,M,FALSE,4-2-3-1,1,88,TRUE,3,9,199.78,7.072,9.28,2,0,2,2,9,30,514.57,6.828,9.28,2,0,2,2,0,60,4,1.3333333333333333,1.2,1.5529859883009114,4.142940831868776,4,4,,4,4,17
39585,3410,1162,6/11/2025,H2_60,half_2,60,M,FALSE,4-2-3-1,1,90,FALSE,3,7,141.11,7.111,9.58,0,0,0,0,6,23,426.7,6.875,9.58,0,0,0,0,0,60,4,2,1.2173913043478262,1.3228029060229671,4.137309090909091,4,,,,,17
39559,3387,1162,6/11/2025,H2_75,half_2,75,D,TRUE,4/3/2003,1,90,FALSE,1,9,113.92,6.722,8.4,0,0,0,0,4,37,510.6,6.64,9,0,0,0,0,0,75,5,1.25,1.2162162162162162,1.1155503329416372,5.061746987951808,4.666666666666667,,,,,19
39560,3388,1162,6/11/2025,H2_75,half_2,75,D,TRUE,4/3/2003,1,90,FALSE,0,2,18.57,5.935,6.23,0,0,0,0,2,16,185.77,6.421,7.91,0,0,0,0,0,75,5,0,0.625,0.4998115949830435,4.621554275035041,3.938053097345133,,,,,19
39561,3389,1162,6/11/2025,H2_75,half_2,75,D,TRUE,4/3/2003,1,90,FALSE,0,5,60.28,6.216,6.97,0,0,0,0,2,24,247.23,6.27,7.48,0,0,0,0,0,75,5,0,1.0416666666666667,1.2191077134651944,4.956937799043063,4.659090909090909,,,,,19
39563,3391,1162,6/11/2025,H2_75,half_2,75,M,TRUE,4/3/2003,1,90,FALSE,3,8,149.3,6.829,8.26,0,0,0,0,7,38,557.96,6.624,8.26,2,0,1,1,0,75,5,2.142857142857143,1.0526315789473684,1.337909528,5.154740338164251,5,0,,0,0,19
39564,1331,1162,6/11/2025,H2_75,half_2,75,M,TRUE,4/3/2003,1,90,FALSE,0,5,82.03,6.48,6.98,0,0,0,0,11,40,631.85,6.807,8.96,0,0,0,0,0,75,5,0,0.625,0.6491255836037034,4.759806081974438,3.8950892857142856,,,,,19
39565,3392,1162,6/11/2025,H2_75,half_2,75,M,TRUE,4/3/2003,1,90,FALSE,0,6,70.63,6.038,6.72,0,0,0,0,5,35,535.52,6.453,8.25,2,1,2,2,0,75,5,0,0.8571428571428571,0.6594524947714371,4.678444135,4.072727272727273,0,0,0,0,19
39566,3393,1162,6/11/2025,H2_75,half_2,75,A,TRUE,4/3/2003,1,80,TRUE,2,11,194.55,6.677,9.72,0,0,0,0,16,32,766.28,7.114,9.72,1,1,1,1,0,75,5,0.625,1.71875,1.2694445894451116,4.692859150969918,5,0,0,0,0,19
39567,3394,1162,6/11/2025,H2_75,half_2,75,D,TRUE,4/3/2003,46,90,FALSE,4,8,157.53,6.691,7.87,0,0,0,0,5,11,239.33,6.759,9.23,0,0,0,0,0,30,2,1.6,1.4545454545454546,1.316425019847073,1.9798786802781474,1.7053087757313108,,,,,19
39570,3397,1162,6/11/2025,H2_75,half_2,75,A,TRUE,4/3/2003,60,90,FALSE,3,8,180.4,7.173,9.56,0,0,0,0,3,8,180.4,7.173,9.56,0,0,0,0,0,16,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,,,,,19
39572,3399,1162,6/11/2025,H2_75,half_2,75,A,TRUE,4/3/2003,60,90,FALSE,4,12,261.79,7.071,9.35,1,0,0,1,4,12,261.79,7.071,9.35,1,0,0,1,0,16,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,,,1.0666666666666667,19
39573,3400,1162,6/11/2025,H2_75,half_2,75,D,FALSE,4-2-3-1,1,90,FALSE,3,8,165.42,6.945,7.87,0,0,0,0,13,33,624.7,6.931,8.68,1,0,1,1,0,75,5,1.1538461538461537,1.2121212121212122,1.3239955178485672,5.0100995527340935,4.533410138248848,0,,0,0,17
39574,3401,1162,6/11/2025,H2_75,half_2,75,D,FALSE,4-2-3-1,1,90,FALSE,3,9,145.08,6.754,8.08,0,0,0,0,15,39,746.26,6.902,8.78,2,0,2,2,0,75,5,1,1.153846153846154,0.9720472757483987,4.8927847000869304,4.601366742596811,0,,0,0,17
39575,3402,1162,6/11/2025,H2_75,half_2,75,D,FALSE,4-2-3-1,1,90,FALSE,1,6,87.45,6.869,8.02,0,0,0,0,11,34,642.43,6.877,9.19,1,0,1,1,0,75,5,0.45454545454545453,0.8823529411764706,0.6806189001136311,4.994183510251563,4.363438520130577,0,,0,0,17
